1024 65536
565 26 899
228 198 931
944 568 703
571 893 496
988 64 886
940 639 423
901 9 416
756 109 22
265 119 724
249 380 518
478 916 604
691 751 419
140 205 13
736 663 382
361 666 389
76 260 990
861 762 289
896 414 1006
584 91 291
479 206 356
786 20 639
602 956 277
969 437 819
68 51 91
271 739 68
449 792 935
527 263 607
879 215 817
813 147 230
211 763 196
608 223 590
349 596 773
622 988 866
650 670 572
24 924 581
1013 344 601
362 229 525
925 541 491
888 646 749
12 842 874
687 375 816
652 516 467
335 145 888
701 96 384
287 708 934
246 945 409
859 677 836
924 1016 175
68 198 237
145 322 80
85 650 171
997 916 351
627 802 893
699 809 293
43 564 880
967 635 41
765 544 679
172 238 435
80 264 385
194 453 811
429 416 661
137 635 345
389 216 626
16 639 436
831 276 938
782 1015 102
875 411 348
607 636 567
276 729 551
953 217 256
722 270 633
656 737 312
1000 823 590
358 924 785
28 669 969
319 273 104
833 923 1003
895 57 720
681 426 264
513 548 739
397 410 834
138 779 22
163 812 519
560 7 918
649 430 212
343 346 937
837 956 632
2 648 487
991 469 376
364 559 544
478 816 723
443 483 535
506 736 220
96 904 43
40 318 839
412 871 469
582 654 588
595 855 297
31 38 132
967 700 819
516 318 923
943 98 661
174 648 814
593 375 543
977 465 266
120 686 293
185 3 817
624 921 679
34 807 158
447 326 634
427 104 919
395 11 135
881 216 10
406 660 581
122 437 606
862 993 104
146 716 253
25 810 782
822 1005 764
564 43 620
469 583 55
278 744 454
945 828 779
973 730 962
415 335 126
212 654 915
740 584 423
325 495 639
116 619 742
790 884 907
923 613 53
751 21 115
376 675 415
787 419 400
196 736 934
1022 431 544
1019 727 952
405 190 173
966 339 44
522 387 942
549 856 152
724 1 104
618 133 860
247 373 108
818 907 982
78 252 646
572 637 447
650 447 734
100 342 84
441 30 905
97 604 304
169 426 873
386 978 396
875 772 661
447 967 294
366 625 957
955 421 220
803 666 972
722 156 528
699 630 286
315 1015 994
866 956 179
120 139 128
85 231 368
308 909 617
243 32 973
866 350 25
84 683 751
34 114 266
857 4 4
163 669 166
1023 225 636
703 938 796
364 894 616
211 1005 479
616 118 68
1001 8 464
172 570 409
603 334 529
988 537 192
850 170 873
1003 31 65
927 954 963
133 216 588
399 232 154
959 683 233
1008 416 143
441 419 268
557 966 858
480 631 832
765 293 870
759 220 926
46 250 864
331 236 218
255 389 942
838 373 591
990 609 711
1002 112 886
623 965 418
410 275 432
530 1007 879
737 718 662
1006 4 654
310 564 520
883 1002 269
877 948 823
321 487 751
859 733 15
988 231 206
984 973 935
686 449 108
187 677 306
799 707 961
303 130 651
394 556 655
184 344 59
589 386 862
648 694 879
113 440 649
88 46 473
932 411 929
1013 774 2
438 18 796
100 498 247
457 545 390
211 391 248
321 528 785
610 507 131
959 933 683
835 185 1022
310 783 845
958 847 985
689 37 980
62 349 170
9 912 562
73 0 718
909 549 800
703 700 641
667 434 998
33 15 702
175 291 472
600 400 776
856 418 754
224 618 393
557 973 632
690 67 589
44 120 711
915 87 51
96 581 381
401 534 236
563 925 338
697 759 188
148 827 536
844 334 693
51 984 596
411 826 208
939 512 133
627 594 220
436 174 750
460 892 515
473 676 957
828 471 269
140 456 644
584 382 104
829 674 328
963 613 528
458 257 314
873 959 564
957 204 955
951 50 661
58 504 523
53 505 988
379 60 578
826 451 78
276 260 621
388 322 133
380 542 531
676 656 991
644 414 62
312 354 910
316 504 47
1008 291 935
908 806 628
343 677 129
164 891 80
524 763 885
21 364 736
739 919 706
386 126 373
553 4 904
326 809 986
471 710 70
54 264 896
209 90 153
402 769 714
458 277 997
293 864 66
202 23 260
918 1005 755
568 1021 700
281 600 507
842 800 884
482 387 777
679 850 47
199 170 162
79 587 318
937 362 835
589 51 531
308 152 407
803 905 106
810 712 101
872 497 266
28 36 831
203 994 149
546 707 219
751 908 960
351 428 566
1004 650 551
785 6 308
206 197 181
112 266 380
142 500 358
997 729 554
514 157 295
614 383 889
550 615 98
170 341 228
479 364 200
27 805 700
665 706 62
671 340 633
366 59 957
478 677 116
871 38 51
231 237 760
114 387 120
758 519 35
229 517 742
868 174 509
809 812 660
609 787 860
681 757 66
145 533 892
57 166 788
820 43 795
316 803 498
765 641 946
286 1018 855
532 377 280
514 323 552
570 164 531
1000 559 3
35 226 1005
967 232 340
551 391 469
236 825 520
765 51 801
723 967 507
559 888 169
620 539 260
783 632 42
136 509 1016
7 910 477
366 546 117
870 689 983
142 819 455
148 12 613
253 359 80
447 646 215
36 253 561
905 964 721
758 195 408
153 756 165
843 332 931
717 996 1015
930 165 304
22 82 942
658 576 809
466 254 611
922 211 764
312 228 460
504 354 28
860 563 93
487 808 295
859 545 350
803 309 131
366 1004 258
46 944 692
113 514 151
753 696 217
522 504 541
231 817 788
202 645 213
322 754 780
1014 277 305
751 303 709
577 145 741
932 618 63
866 354 43
714 205 237
999 288 575
555 868 801
853 445 310
1019 309 790
435 518 802
601 167 354
594 969 614
439 479 37
534 182 388
1019 366 595
543 113 599
596 424 551
169 624 415
304 996 92
927 1012 587
438 131 173
466 284 841
445 514 784
283 583 985
499 195 228
881 819 230
375 551 165
120 919 645
678 954 455
237 68 783
654 20 128
413 811 1008
949 617 999
295 598 98
973 12 37
58 352 40
584 830 820
734 730 907
401 48 352
999 323 872
791 1003 140
742 216 471
35 611 497
549 890 759
786 726 208
539 352 712
338 697 181
6 510 934
810 951 922
812 275 176
515 85 228
890 269 933
814 947 491
682 881 757
550 53 50
590 133 814
838 859 22
202 43 397
516 706 1009
36 337 335
229 740 42
602 61 741
714 489 659
519 529 468
897 108 494
628 873 670
940 147 442
404 740 507
922 369 913
986 915 204
502 263 156
437 483 117
696 205 550
681 84 107
36 428 310
596 789 648
641 248 189
475 22 2
619 82 986
401 110 788
1013 620 204
147 94 407
412 851 759
934 625 423
886 504 198
805 1017 506
437 604 61
803 608 905
47 94 647
572 398 478
291 71 999
195 353 56
229 560 203
179 7 102
110 80 536
700 62 190
965 1014 768
419 399 667
825 371 244
978 888 790
69 549 33
626 396 232
814 571 1016
738 663 672
162 504 892
469 135 325
182 269 530
805 76 1023
811 474 898
186 808 161
193 202 301
236 906 844
997 372 0
618 235 648
968 638 61
822 325 433
176 127 257
631 524 281
442 25 383
943 379 685
579 450 113
376 313 655
1009 352 1024
647 638 629
405 849 30
407 635 455
91 979 843
961 683 566
1003 443 197
582 677 332
738 27 797
119 481 215
740 162 998
178 255 884
172 532 98
993 744 411
466 26 105
743 720 711
1022 397 216
338 463 286
808 703 947
323 677 224
322 541 958
724 29 1013
996 626 930
223 931 569
516 794 806
544 719 784
553 529 94
377 443 375
980 987 709
833 210 637
549 998 729
934 6 209
1022 996 987
801 451 763
982 514 810
480 227 869
545 258 956
985 228 786
281 493 598
397 284 703
698 1011 604
340 410 508
31 221 278
97 946 1000
718 1000 952
313 44 460
2 423 16
966 785 95
773 150 76
865 350 109
912 316 902
956 167 424
860 735 743
1019 493 880
413 601 747
76 476 1015
233 552 649
238 710 914
14 437 318
177 85 98
109 249 625
632 64 955
53 475 52
422 843 324
132 429 928
932 497 335
98 10 1004
277 853 597
796 728 870
725 122 960
202 859 470
119 1003 706
493 531 37
695 241 503
363 600 281
191 137 990
424 122 351
605 880 532
630 760 40
745 62 133
218 484 490
24 528 167
173 325 1010
456 994 309
926 86 1014
834 886 614
599 305 1023
634 916 317
622 683 934
483 716 715
298 55 709
468 175 421
1013 280 511
944 167 713
1022 954 188
444 318 21
320 821 150
962 1 432
313 765 79
267 514 200
870 288 741
409 869 198
180 331 604
523 54 549
465 363 124
672 765 877
496 92 198
141 148 213
584 785 747
576 588 866
954 339 603
220 245 779
682 451 189
491 120 987
6 380 1008
626 116 222
606 726 144
97 445 792
515 65 717
826 912 287
614 218 17
700 155 955
529 706 499
62 976 512
378 194 239
191 934 719
213 595 985
183 350 797
536 1020 657
65 360 399
564 535 388
292 968 872
564 120 932
1011 941 507
130 280 923
268 739 8
428 726 190
600 513 99
104 956 365
508 647 92
401 489 989
273 346 255
76 513 159
73 85 134
313 878 395
67 567 773
311 562 314
1004 1019 922
350 228 946
213 515 167
814 222 776
838 611 642
320 302 435
333 258 183
945 47 830
975 422 884
525 46 635
122 533 542
884 803 857
34 1014 161
474 359 915
765 855 163
808 349 842
498 234 303
484 68 511
31 605 87
63 376 40
739 838 893
767 161 286
844 205 781
288 662 707
353 333 144
752 560 138
672 336 404
125 1023 991
925 180 435
682 855 698
493 194 16
133 779 896
952 8 284
875 295 284
94 527 140
98 217 667
337 497 811
741 716 514
971 415 582
710 151 276
1 487 810
403 870 522
17 650 786
624 565 660
787 954 642
625 950 336
291 740 854
979 748 209
579 647 447
605 637 946
675 576 215
417 872 991
731 578 774
378 858 669
371 938 421
249 958 1015
619 214 39
1003 59 44
351 17 1018
298 618 105
8 274 411
655 164 159
490 259 237
85 748 181
189 888 678
60 230 538
752 344 435
361 600 351
459 991 385
522 246 631
566 61 3
489 790 965
588 450 895
753 648 802
318 589 78
318 381 499
733 446 383
588 406 806
663 219 970
552 508 232
821 544 338
581 549 206
844 423 376
841 860 215
746 299 292
75 841 305
3 272 643
1005 359 73
120 1003 786
108 712 726
414 216 415
483 428 671
72 517 941
933 871 955
283 745 809
737 937 150
521 813 760
187 35 77
648 593 555
193 586 152
740 649 507
801 1018 243
61 583 764
893 106 892
52 609 239
248 656 669
75 545 489
559 719 287
379 852 566
200 510 734
721 797 961
584 1015 667
551 363 833
374 914 798
682 944 655
319 413 929
195 682 460
784 946 580
716 155 279
704 971 216
633 253 750
699 115 398
509 7 189
101 477 73
765 148 585
38 42 943
553 13 454
253 401 446
913 158 816
297 238 114
858 781 221
871 598 40
397 946 96
777 413 649
271 472 41
495 518 656
744 188 18
564 432 612
503 976 275
866 428 463
505 238 796
204 198 467
721 349 343
360 291 551
156 584 549
85 153 972
235 363 114
361 362 754
765 130 147
106 537 822
675 440 352
72 927 459
556 967 33
81 49 529
227 582 718
621 384 303
853 682 823
604 113 73
349 799 215
803 472 806
825 302 819
850 466 77
238 101 23
630 635 486
615 225 349
586 455 784
914 4 571
707 186 981
436 569 950
286 248 962
210 526 901
778 837 129
718 514 807
283 873 732
678 795 280
155 181 534
534 510 957
473 601 471
1022 277 484
904 395 557
1023 413 40
188 198 914
468 143 308
137 908 853
304 712 17
43 287 498
390 393 104
825 824 513
335 513 280
829 187 334
966 91 645
286 821 330
6 156 867
260 699 519
581 235 569
25 5 256
687 318 866
700 934 556
418 115 669
747 694 961
427 792 320
502 22 16
857 359 694
186 696 872
690 867 577
586 592 308
417 245 286
801 59 693
142 153 338
280 607 388
970 931 410
682 252 153
177 385 1
403 854 292
625 420 601
462 907 625
427 243 175
635 80 441
896 680 53
273 371 52
698 950 724
52 311 284
986 107 918
206 755 276
940 56 64
8 922 751
95 393 624
199 547 465
712 945 358
981 1019 836
1019 403 7
399 191 557
1023 135 875
709 753 290
510 534 613
359 717 91
289 921 899
135 854 160
135 755 243
567 796 542
470 844 256
646 430 58
810 222 111
177 710 85
159 655 995
304 192 849
402 222 442
484 445 365
696 542 528
298 522 272
912 896 543
533 429 26
591 108 516
342 371 243
759 355 130
329 1020 278
253 129 509
824 347 583
738 317 404
942 728 918
721 422 564
920 51 985
85 304 983
21 16 7
866 715 815
849 71 238
633 1002 37
5 812 621
272 1014 501
171 780 939
724 501 866
454 489 396
648 22 586
339 245 871
310 938 994
821 786 74
386 457 866
207 214 858
950 138 709
829 932 471
198 180 946
604 484 854
38 50 409
105 858 797
421 967 717
497 24 946
827 874 255
138 448 268
711 305 150
597 969 855
476 285 542
1016 889 541
755 583 292
251 380 934
479 174 428
625 617 545
601 788 64
21 680 511
1006 922 820
918 845 298
975 605 428
637 405 978
556 285 407
467 766 79
616 979 405
440 819 996
1004 381 562
349 900 420
365 719 412
193 618 629
862 137 679
546 494 940
619 239 685
491 863 495
113 470 91
695 647 434
130 942 674
200 697 685
127 784 482
889 72 697
422 394 1010
966 232 74
973 692 843
333 470 57
605 712 310
475 897 133
261 474 501
41 737 388
241 463 430
61 491 48
952 850 74
409 45 1005
20 877 217
102 137 700
303 200 20
231 824 666
96 205 223
845 302 163
764 431 199
227 374 604
1011 970 250
852 110 344
550 984 371
577 187 429
233 306 641
576 924 891
858 693 749
786 730 224
779 321 231
485 845 131
368 450 678
564 505 102
1022 434 626
307 298 595
322 418 83
564 927 32
242 881 485
808 905 377
804 512 525
743 826 683
169 658 640
315 235 902
175 157 772
217 732 543
707 965 1004
112 483 1005
412 204 885
950 388 287
1006 607 85
101 820 909
92 868 530
128 677 240
716 1015 420
562 59 718
1006 889 577
747 825 92
401 560 539
1021 746 931
365 6 495
971 743 964
786 408 320
331 559 199
437 834 160
152 996 683
18 564 883
928 994 799
945 179 783
856 671 109
77 216 793
569 937 510
152 378 527
357 362 682
221 451 742
333 679 861
998 79 257
557 448 141
1010 178 490
571 880 902
945 470 134
325 36 808
997 719 762
135 624 562
400 891 816
488 224 766
770 733 408
700 668 983
397 974 295
335 508 911
996 221 405
798 1008 212
525 301 426
294 224 67
372 984 846
725 523 831
89 509 293
124 334 63
723 492 979
197 782 680
879 46 597
17 597 626
47 493 857
637 477 875
537 566 739
446 829 577
943 205 175
328 821 684
158 720 828
965 858 487
114 849 490
783 286 888
336 988 531
200 6 482
699 321 442
616 573 852
832 232 391
914 318 354
825 684 882
74 491 854
583 951 964
598 1003 790
692 94 198
952 792 543
663 121 56
576 32 690
51 865 265
962 246 592
843 452 718
883 1015 212
379 575 984
364 186 1020
109 692 393
571 73 904
437 494 776
702 538 1001
183 305 222
571 715 1018
711 873 303
794 337 966
643 10 153
363 127 298
23 321 768
594 398 339
589 581 116
844 972 78
898 102 759
353 27 398
582 221 575
178 926 626
260 833 662
210 819 378
458 975 702
253 190 762
640 364 438
965 989 606
288 928 1018
73 715 765
373 200 360
516 280 654
316 816 828
424 78 878
1009 199 818
1009 625 604
617 719 339
75 536 20
725 64 802
392 107 918
860 380 214
419 207 500
390 268 423
104 363 93
494 330 1015
738 915 892
109 86 388
661 946 239
741 25 785
326 234 236
495 906 513
190 543 237
50 235 15
708 550 534
790 862 491
521 141 982
319 538 565
506 193 670
951 361 740
129 565 764
161 128 860
526 658 301
566 404 374
413 555 669
536 450 757
950 956 732
373 302 930
189 419 671
700 69 172
422 813 103
815 81 804
859 267 11
615 920 870
92 53 869
266 95 267
490 330 199
262 746 850
450 808 636
533 1006 966
88 824 602
640 398 620
619 221 788
849 951 5
747 219 529
81 102 38
819 518 738
485 824 558
905 174 340
761 408 856
738 230 80
936 284 771
