1024 2048
926 47 867
864 416 290
864 525 138
245 229 -791
75 636 -246
258 259 640
330 617 -263
737 900 581
249 545 817
584 233 -384
708 618 365
468 831 584
383 38 331
731 600 -181
954 137 845
962 33 -703
865 932 452
520 877 326
979 872 250
254 389 165
746 224 991
263 159 -921
387 368 936
881 1019 407
412 219 419
821 505 242
273 14 -940
85 198 982
687 558 352
708 819 567
684 851 -464
105 798 9
804 161 231
461 240 707
818 184 -90
205 878 457
465 674 742
263 740 -566
621 919 -489
946 238 745
315 197 515
1008 102 904
295 861 -379
870 535 -727
866 342 536
766 929 691
634 693 622
530 748 867
653 595 179
442 21 -846
55 495 966
174 825 -100
30 126 1003
799 812 415
897 791 276
64 569 928
111 419 -604
879 265 279
447 811 346
464 24 -912
678 396 -320
963 463 -945
41 286 285
139 270 -366
722 837 -903
626 584 -278
750 25 510
818 142 -421
558 396 -649
624 435 168
100 73 769
615 358 587
116 190 781
153 785 -742
503 348 676
951 449 475
254 901 772
724 676 -396
164 145 -632
760 252 -353
519 798 586
301 619 744
745 241 950
980 740 71
513 329 -295
878 27 553
688 711 67
524 74 -228
516 577 923
782 978 503
941 409 530
956 966 -983
198 94 -868
687 381 -185
537 344 745
835 983 -616
874 151 -535
119 357 -475
550 30 -357
518 984 -973
772 865 -136
399 932 -985
745 499 -838
586 725 876
551 244 610
714 137 90
49 897 -517
400 219 524
403 753 725
250 265 614
23 769 340
328 599 6
249 115 577
212 51 840
344 574 71
441 159 -827
535 557 35
16 883 -720
731 572 961
117 601 862
408 103 -150
636 695 -263
182 674 -958
764 109 -199
993 274 820
617 371 -628
285 809 102
270 631 489
243 533 -471
982 958 -230
496 874 -361
181 145 -952
417 756 -927
336 271 -796
633 867 263
727 783 -670
912 987 -88
416 433 -392
968 503 -322
331 65 -478
175 678 400
827 53 667
765 401 544
820 208 -869
900 651 630
378 908 -908
839 173 -837
794 408 147
975 896 -379
974 877 -273
738 19 396
454 785 -761
119 621 763
869 195 -835
567 364 594
419 299 -869
505 552 781
938 113 -448
855 624 -433
876 64 -745
840 979 -907
275 484 -466
147 477 995
296 91 1003
316 979 -350
28 670 -676
341 779 820
503 145 766
152 125 679
207 145 940
296 864 281
380 964 -932
915 334 -332
135 847 -796
485 208 62
750 856 -128
568 223 -658
768 342 790
152 989 106
627 729 442
360 32 18
516 575 822
71 716 168
448 779 243
923 477 -522
285 201 -1005
844 789 -716
78 583 478
644 917 74
823 199 -639
892 599 -1006
479 740 -828
625 794 -357
946 763 604
329 829 722
239 694 81
817 444 -101
672 993 472
801 323 -835
78 1013 445
282 23 85
172 386 -784
410 697 844
405 124 1012
151 262 347
116 137 -115
327 9 93
747 893 -61
431 991 102
371 926 491
527 694 430
24 996 -120
724 387 -875
173 856 -748
497 56 -583
130 637 506
190 446 -134
88 869 257
998 561 776
856 925 401
471 623 795
574 837 -461
139 574 700
490 786 -935
610 863 -241
113 630 731
18 998 760
538 546 349
755 986 317
28 452 -711
591 494 -253
541 833 668
693 270 -940
568 21 611
204 394 -661
158 347 -721
259 564 -313
195 404 -956
959 633 -308
844 9 -804
755 59 952
785 524 871
138 21 75
592 1011 -287
465 337 549
216 818 498
1001 684 -781
609 214 -593
610 237 89
299 206 -757
823 175 552
182 463 -410
355 606 313
211 156 631
834 497 444
259 232 84
953 467 -193
502 140 -211
546 518 722
156 391 -623
979 250 -847
556 676 -676
446 415 996
608 248 -879
381 916 -756
336 800 165
35 355 453
370 574 372
915 655 30
33 336 -54
861 831 264
876 523 -548
184 927 -604
985 560 113
797 503 -460
793 578 264
701 947 -105
285 150 -144
734 920 977
226 408 223
1002 434 864
947 52 -169
222 377 671
198 895 714
700 386 125
560 667 1012
161 317 -994
12 864 538
685 323 -588
643 728 554
744 857 501
965 644 -427
490 24 15
1011 929 949
234 406 -431
103 731 519
605 818 -979
629 303 131
1023 876 922
882 149 984
193 993 -731
288 886 233
339 843 738
257 420 327
286 874 868
454 59 586
212 938 490
592 332 -960
238 692 -882
496 190 -193
697 417 -685
