1024 32768
138 225 359
218 346 586
529 354 623
56 567 85
308 955 515
134 1006 311
134 331 537
156 349 610
587 525 31
563 119 659
483 821 797
843 155 460
8 916 370
1009 49 865
390 759 124
501 609 657
23 614 228
882 686 275
321 493 685
634 587 615
435 709 1001
395 299 695
1006 413 270
341 602 361
9 193 735
668 408 352
977 547 661
119 62 661
341 416 445
40 941 759
974 157 656
763 902 893
974 19 639
588 793 131
365 294 772
382 598 542
1000 513 277
209 427 470
663 94 795
946 688 738
404 989 25
563 34 364
284 101 620
441 879 207
905 405 455
48 448 842
82 181 348
515 422 373
848 328 302
328 291 504
615 472 674
666 994 628
179 292 840
528 488 523
683 968 330
706 546 61
664 498 882
5 713 947
365 197 852
292 347 290
997 749 566
303 695 624
65 340 473
149 346 478
460 41 922
394 586 1012
551 696 742
72 565 810
1 177 414
529 1000 19
109 200 424
179 685 85
36 1018 68
393 536 421
352 762 694
482 444 727
851 695 233
598 179 419
162 431 814
324 786 809
262 658 544
243 444 703
657 884 30
457 591 760
504 677 670
919 147 76
688 440 350
591 600 191
821 664 318
389 852 808
620 196 1005
637 587 665
511 794 151
65 59 270
165 818 963
371 467 158
48 537 181
402 421 222
554 673 971
364 98 708
324 888 158
554 740 658
430 85 865
570 646 79
676 268 791
880 277 257
74 956 404
672 465 768
127 30 366
468 500 733
383 892 678
382 475 879
136 27 727
308 174 900
543 520 10
939 719 732
445 397 910
144 711 925
919 0 343
305 949 954
1023 986 704
722 484 632
472 1000 281
381 789 237
108 580 487
130 533 73
78 68 432
307 274 771
597 354 957
863 845 640
440 629 228
590 66 897
963 853 637
632 594 419
720 14 572
296 22 745
213 474 245
315 201 540
214 696 354
939 19 928
450 289 609
248 769 105
700 493 387
801 618 541
616 725 905
31 75 573
1010 577 281
214 33 2
228 700 484
670 515 883
102 216 61
572 367 952
993 172 721
600 338 580
340 947 647
963 341 324
807 141 736
643 106 132
398 188 995
121 737 513
164 729 873
502 1002 248
858 888 281
150 678 340
894 832 152
187 121 873
708 853 487
43 103 691
904 791 51
350 287 511
1002 690 852
678 133 180
477 411 593
89 671 28
70 278 464
1018 799 271
963 348 453
489 776 145
116 538 517
104 462 731
373 711 180
537 987 691
57 459 1007
902 944 843
286 280 782
1021 601 852
688 959 234
1017 547 463
270 351 870
505 838 1023
80 738 783
326 8 517
624 506 878
62 999 460
325 567 53
348 202 923
213 871 543
1011 801 55
352 643 177
637 216 1016
777 91 121
517 914 706
655 931 482
634 954 408
710 327 117
732 1017 715
148 566 507
443 614 162
171 427 55
615 152 604
354 243 450
522 138 227
668 975 634
54 42 519
358 632 213
250 846 562
295 15 893
675 567 832
471 521 804
218 352 347
920 619 723
661 562 939
341 274 935
947 610 156
1022 785 699
666 812 948
433 505 835
872 439 312
613 336 362
80 275 85
926 727 853
411 227 752
615 18 977
755 922 792
952 945 94
97 119 79
409 333 856
281 507 93
426 794 709
226 822 279
648 38 528
107 246 729
402 105 995
130 639 57
418 321 963
504 227 142
885 50 899
984 660 334
483 506 586
271 354 381
970 332 81
530 309 45
618 219 36
518 963 194
415 100 320
731 398 351
415 605 468
351 439 420
383 815 669
273 391 158
870 712 240
750 129 433
896 556 52
276 976 553
65 862 28
904 752 27
449 968 390
484 552 92
632 325 545
463 1019 17
957 883 886
953 834 820
856 544 920
71 764 246
160 240 975
1001 651 215
686 561 350
214 230 672
704 192 564
688 693 545
260 850 985
83 980 77
77 54 721
706 226 346
500 786 653
554 26 227
1020 701 716
623 984 462
35 264 164
603 804 353
877 680 915
241 585 585
63 167 697
1009 117 810
18 12 277
713 133 36
329 163 783
259 250 660
238 512 228
951 677 563
579 638 671
101 578 477
10 634 534
862 728 672
614 588 840
900 856 168
6 374 330
784 843 650
113 389 186
695 315 353
25 311 636
831 353 205
780 675 547
38 446 674
948 952 759
719 10 412
121 278 438
114 4 526
623 2 838
659 517 260
709 329 643
6 225 35
336 954 746
545 241 872
878 691 1013
423 958 578
864 335 269
397 554 400
588 861 923
441 580 107
435 295 244
814 13 684
759 96 918
828 663 59
422 467 934
64 1000 994
347 688 533
802 544 674
806 547 558
385 849 242
941 999 202
360 943 806
419 0 414
995 616 649
858 797 35
211 254 0
848 927 717
859 671 320
30 89 214
551 178 306
995 939 600
194 354 1017
97 484 207
300 717 545
539 297 783
840 407 324
685 339 547
634 461 364
362 280 107
345 586 345
837 1009 890
657 974 1022
892 836 390
924 606 443
963 576 440
992 986 560
510 451 692
122 71 755
222 171 210
932 657 832
42 894 283
634 678 347
942 450 691
497 652 170
702 1008 159
982 343 225
152 310 357
912 104 603
760 626 444
171 775 872
680 834 571
947 711 139
459 978 502
930 614 352
897 1023 16
134 610 1018
948 1004 181
113 184 393
520 935 715
109 492 257
259 769 724
782 290 929
854 638 760
219 241 175
29 225 152
888 271 192
37 630 395
220 605 92
807 852 760
497 1006 582
126 261 611
1 79 818
612 972 762
373 558 465
224 147 82
16 54 735
412 254 314
349 518 471
784 617 16
552 360 693
961 779 264
954 85 24
443 569 440
855 670 800
800 977 997
568 44 792
529 454 540
539 316 864
5 708 151
802 245 202
356 265 399
619 928 821
899 403 410
1008 888 40
59 717 636
681 595 576
354 614 290
851 209 216
1018 846 752
28 219 820
927 352 902
51 635 816
940 815 564
489 663 560
758 325 74
743 526 636
294 609 330
903 79 792
820 95 654
18 216 957
186 893 764
859 898 865
161 265 48
196 826 276
324 403 510
307 879 953
568 283 648
826 282 545
674 1010 1009
801 90 516
973 212 664
551 746 126
1005 718 937
780 313 861
364 310 421
206 710 606
486 464 708
655 31 568
470 355 720
914 661 937
780 38 150
841 861 869
977 208 1010
39 127 578
257 916 212
41 438 191
281 632 374
8 455 661
969 791 31
841 343 10
671 900 821
897 723 374
832 735 757
483 545 906
310 558 813
599 624 622
555 919 238
1007 30 895
465 704 302
349 854 290
830 566 799
566 362 317
632 488 5
50 598 59
642 445 993
814 694 94
247 36 564
755 871 1022
1020 668 206
60 964 327
656 801 263
428 298 386
16 530 273
467 2 169
446 430 161
860 528 377
46 829 172
895 991 730
401 802 485
820 265 682
957 534 221
148 910 162
911 685 469
153 749 979
79 572 971
931 785 144
12 933 383
116 110 531
748 223 282
276 659 267
732 467 87
599 949 443
162 177 891
516 429 855
386 823 572
142 207 897
278 254 536
302 514 494
794 29 832
342 233 150
910 739 588
210 1010 308
213 614 65
561 632 690
216 936 181
20 128 227
857 234 975
33 507 218
373 174 753
398 906 895
548 799 998
350 209 76
155 35 82
38 582 848
556 1007 98
582 556 773
441 533 662
694 795 295
838 788 790
665 181 572
977 173 627
89 906 183
64 830 1002
348 230 620
608 79 571
163 223 414
394 769 354
937 639 71
174 454 266
678 153 692
506 405 601
117 681 613
6 396 63
616 195 659
52 707 448
697 744 512
505 889 751
585 306 66
175 952 334
937 1012 390
249 544 325
606 148 955
715 511 305
806 968 296
348 930 625
599 577 632
928 10 286
386 997 202
562 265 810
219 989 867
239 140 598
31 671 401
393 859 659
458 131 255
264 246 100
416 608 620
618 223 64
691 372 504
650 207 1015
787 830 445
399 305 526
1021 727 254
289 629 983
689 566 16
957 10 609
633 63 168
723 1013 237
194 506 159
774 33 703
894 745 654
878 809 774
1016 647 901
615 676 144
954 596 308
361 380 677
696 915 739
140 44 388
277 171 485
599 648 830
419 558 724
411 25 812
81 303 772
711 935 615
19 932 870
550 254 966
922 932 413
213 503 190
803 707 410
944 672 888
1005 773 179
322 724 818
349 457 406
300 37 423
810 794 228
886 39 439
801 1003 475
432 414 55
407 207 903
959 50 601
409 800 181
664 628 754
145 38 698
680 467 235
80 170 992
561 243 486
714 4 899
264 189 160
989 897 776
943 626 404
436 212 952
171 475 478
764 253 399
733 927 965
636 263 809
831 205 461
275 577 934
501 830 501
214 900 689
419 243 927
951 586 783
812 1020 223
610 220 176
911 234 176
796 766 111
629 459 866
440 628 517
660 815 857
340 563 129
260 637 209
899 931 965
920 280 63
675 335 213
852 106 817
798 271 533
389 829 408
927 97 881
735 686 131
851 928 192
677 83 1024
869 129 941
777 432 419
20 917 952
310 425 496
556 694 538
668 259 53
920 646 509
115 166 753
175 530 747
916 618 821
602 35 236
266 285 140
378 551 205
652 264 47
296 442 99
462 638 9
285 897 709
400 699 322
653 774 296
514 452 712
861 303 844
217 644 697
485 939 236
518 365 576
464 344 356
887 753 660
385 870 641
989 664 208
70 231 835
68 421 388
700 323 812
55 850 110
459 764 851
755 301 608
816 953 38
709 35 880
313 579 692
375 268 730
389 538 181
734 134 692
189 621 725
752 665 126
1009 894 833
612 911 480
492 651 997
903 514 169
669 228 381
903 264 559
670 812 745
362 832 948
751 938 538
983 193 976
996 521 161
278 87 57
900 724 401
679 934 29
39 894 270
526 431 231
519 121 559
201 118 309
213 703 813
572 1002 808
795 138 962
844 525 727
131 952 128
828 711 443
206 668 782
432 672 503
474 446 353
167 831 88
345 669 54
869 722 31
352 546 564
709 362 146
252 74 431
559 506 660
242 470 625
400 489 198
361 887 751
261 1008 235
203 967 213
600 259 276
793 785 755
123 989 416
606 488 19
381 95 267
790 1007 840
165 534 888
349 496 958
344 867 278
320 229 191
319 182 973
472 387 368
897 993 815
147 594 955
694 933 172
145 690 766
640 504 578
36 876 1
342 818 544
409 83 235
719 938 83
604 420 174
724 815 878
748 631 89
183 619 617
577 94 397
729 295 756
52 170 78
197 518 1023
452 910 767
729 595 290
778 415 827
198 959 378
831 890 381
495 1004 831
925 827 298
919 317 517
987 958 97
619 193 503
132 290 239
210 16 4
174 833 956
503 694 737
127 744 288
796 57 483
831 693 939
655 171 729
465 987 767
866 484 1006
285 87 973
289 817 844
994 636 922
206 290 734
67 63 416
591 835 403
896 341 342
714 516 157
35 680 141
487 221 838
774 84 541
504 19 567
95 668 815
325 248 166
415 606 146
19 7 665
345 596 894
951 54 182
971 853 634
252 901 363
817 678 689
210 97 341
508 239 402
24 239 89
724 158 229
629 795 19
117 105 593
70 670 979
663 415 319
648 540 666
222 297 618
92 322 534
206 704 561
932 842 942
93 15 970
882 877 166
300 110 730
971 25 178
242 378 961
939 239 484
511 92 268
468 620 460
646 353 305
165 974 771
909 890 659
776 571 948
929 627 473
695 723 879
794 801 345
648 880 453
249 736 152
295 472 500
21 52 287
280 75 692
980 175 793
812 485 494
181 104 34
247 508 606
664 179 127
324 1023 468
839 961 12
730 807 163
458 806 537
707 198 832
998 646 14
699 313 893
172 940 263
765 830 263
878 294 89
502 594 542
820 605 76
145 572 813
417 139 342
449 345 550
337 427 379
815 731 677
594 637 65
540 303 954
368 472 37
246 99 476
278 301 409
284 800 353
186 912 609
743 557 68
577 621 398
696 857 678
286 738 659
376 190 736
644 1020 1019
908 916 747
161 738 868
499 605 144
482 768 811
958 964 348
811 295 345
867 49 849
803 307 436
399 362 70
411 674 990
720 743 634
7 221 62
590 101 821
986 59 693
594 276 992
174 743 757
66 634 121
578 1019 451
900 563 194
167 984 472
392 885 627
423 942 666
289 320 909
200 999 324
597 678 836
330 889 477
843 864 738
35 928 117
878 280 500
876 547 774
714 575 581
637 368 1000
697 174 753
10 75 191
514 847 876
823 148 108
991 1006 73
470 427 78
779 513 1003
997 502 787
745 504 292
709 637 999
827 545 741
292 942 567
81 91 820
62 402 446
207 760 20
736 62 834
352 596 948
475 678 934
594 537 151
347 896 638
913 670 295
64 752 613
51 916 411
621 831 791
631 245 281
447 959 775
990 496 308
295 811 41
142 265 849
376 616 95
993 691 801
374 449 834
516 626 159
34 916 553
192 1 931
984 453 260
992 954 910
98 587 610
613 374 340
930 927 820
378 4 701
433 181 127
95 521 434
259 328 264
565 421 897
445 873 902
141 522 475
463 33 43
364 469 305
204 158 476
831 522 481
879 914 765
321 801 271
181 520 1017
77 422 806
855 976 155
263 595 320
943 281 420
834 407 603
382 978 974
437 975 564
112 240 225
159 449 298
688 571 943
577 189 520
39 553 679
855 984 234
667 514 785
199 587 406
393 473 438
205 411 535
31 592 11
784 536 939
42 1014 692
781 768 551
566 310 23
947 616 737
478 921 519
732 844 996
638 176 333
313 218 488
236 74 546
494 938 43
298 995 175
885 446 378
995 1 987
509 815 164
25 846 638
70 968 139
958 122 826
481 423 691
879 196 50
797 307 774
275 768 635
953 685 539
551 827 880
837 643 811
261 353 187
336 601 96
303 211 959
49 277 97
574 119 484
627 958 2
854 217 700
235 275 451
49 580 620
956 330 415
369 999 461
683 591 727
542 443 227
538 345 114
222 694 1003
824 855 15
960 681 637
606 537 68
99 484 310
839 724 80
664 721 188
1018 498 889
363 594 683
205 99 476
131 99 71
888 177 930
401 102 340
32 733 5
739 35 838
213 532 167
643 4 141
622 763 325
252 944 525
220 647 326
864 939 439
408 551 10
770 421 916
634 160 565
797 754 962
971 635 779
225 348 472
193 585 958
470 206 985
580 381 642
1001 635 927
641 754 833
622 771 432
442 655 691
72 887 179
617 18 705
749 119 985
620 634 954
634 745 1012
375 432 1007
1005 737 57
660 204 466
776 759 812
1 706 483
74 942 410
929 751 811
717 674 929
419 405 425
106 101 517
779 1021 851
373 733 993
822 700 133
930 610 554
989 183 209
273 831 711
409 935 11
875 598 678
738 853 227
591 195 938
986 763 97
944 957 779
980 37 449
59 784 796
518 459 893
1016 114 129
870 944 194
116 696 201
460 451 944
208 932 1007
854 661 872
899 157 333
66 302 1002
366 720 753
253 1018 278
20 973 1022
331 881 984
987 220 281
351 724 141
849 231 3
122 572 275
523 449 230
879 312 154
304 357 600
847 705 999
878 633 708
672 875 966
643 739 829
370 205 950
335 775 656
658 515 361
745 599 203
536 889 771
17 910 864
313 82 150
567 945 539
135 482 315
172 923 678
158 51 308
512 304 256
616 583 739
122 197 414
780 33 997
611 254 950
729 398 109
84 704 464
435 706 606
79 161 444
976 399 538
674 798 991
757 26 941
544 574 451
842 742 235
75 157 41
810 162 173
1 969 512
175 961 884
660 44 814
224 262 250
34 848 962
715 987 515
8 224 653
341 364 29
650 1008 685
45 647 180
432 119 60
279 717 308
53 960 690
860 194 217
900 271 604
637 548 631
263 990 381
510 645 300
384 475 788
62 672 504
760 86 497
285 614 895
700 754 600
236 13 394
6 610 621
887 831 892
902 353 925
60 185 1012
99 889 1023
632 660 508
680 687 666
784 759 756
270 937 866
682 395 122
761 101 547
236 880 329
741 80 438
565 320 145
678 593 691
870 542 252
640 113 558
111 1013 53
121 225 286
322 954 978
227 449 865
763 298 264
507 989 790
392 122 489
282 579 504
192 723 997
319 64 768
542 246 401
944 985 149
933 624 215
872 492 959
486 718 540
120 972 68
591 535 932
493 879 1013
814 833 1016
565 126 431
982 787 245
979 739 6
257 959 759
992 721 995
800 61 637
962 843 161
656 348 217
585 969 579
217 520 25
7 561 251
38 778 456
186 62 544
380 408 478
714 408 198
83 847 594
982 829 513
736 462 309
307 904 466
732 518 915
213 995 314
372 483 288
1014 257 1017
644 734 503
724 188 41
494 386 704
106 390 68
429 334 471
410 358 526
871 699 974
545 867 104
1021 845 621
900 630 656
602 807 147
890 549 13
899 612 46
28 38 501
211 610 688
391 428 511
748 322 376
217 262 521
263 956 512
811 509 690
989 97 73
531 854 32
957 701 973
492 782 463
135 226 576
267 864 1024
116 979 590
486 533 513
609 77 232
827 257 495
771 783 131
329 298 905
258 799 762
912 488 364
926 541 183
554 767 207
318 275 254
136 856 456
790 527 367
91 1018 901
175 359 869
652 327 368
777 874 693
829 967 89
799 298 117
940 146 294
682 394 839
580 564 771
336 557 914
578 773 985
918 640 719
616 64 583
513 208 505
1002 818 904
640 536 176
464 535 747
772 683 957
355 431 912
66 776 559
355 404 987
681 968 2
1022 998 479
934 62 306
705 188 660
565 314 669
954 91 873
248 416 933
265 612 680
566 714 0
605 942 842
584 263 797
343 887 218
654 214 342
949 383 740
187 679 995
180 948 679
428 729 624
89 896 523
681 728 691
695 996 412
114 440 490
624 842 265
670 553 714
234 303 521
344 863 245
308 200 238
755 275 487
623 652 324
406 857 113
636 852 403
55 5 697
903 410 582
573 196 24
742 880 437
209 739 441
792 614 886
11 963 730
646 912 607
198 101 80
998 935 782
598 554 205
323 281 972
385 475 980
544 992 663
529 172 47
938 629 904
725 49 893
926 1016 655
134 933 451
899 28 587
199 219 206
547 230 208
395 983 884
980 237 101
951 647 350
936 442 755
786 742 674
387 721 320
227 536 552
648 758 41
870 993 20
183 641 519
242 876 938
260 1019 18
321 659 712
246 723 736
210 957 15
129 314 290
528 300 514
680 690 483
776 119 547
560 717 766
719 350 147
606 508 377
27 231 316
122 288 183
1010 777 457
665 689 709
935 409 439
1000 17 262
125 932 220
698 183 787
82 803 593
246 189 849
737 207 725
612 195 458
995 282 460
726 357 533
644 476 199
54 677 291
226 275 6
572 371 482
906 118 533
214 824 773
133 570 3
604 898 359
802 322 302
947 255 97
795 553 298
308 972 293
458 499 771
638 961 681
902 476 379
399 643 724
395 502 75
401 750 100
143 9 693
350 560 371
576 506 106
347 12 492
79 142 904
1000 631 708
201 710 532
627 437 671
923 77 704
663 813 727
994 743 690
711 410 286
889 998 253
714 116 706
430 101 904
603 486 344
52 516 81
25 901 700
988 567 489
304 61 108
175 520 501
406 339 1010
958 885 836
886 417 652
389 330 924
912 670 878
866 229 264
426 86 700
462 553 648
453 815 146
1023 438 504
553 621 294
652 766 288
747 19 299
716 103 362
480 562 937
741 380 704
511 292 882
75 1012 761
441 16 48
893 595 39
885 299 976
292 43 431
369 716 157
302 595 805
745 729 906
946 277 323
111 772 269
189 1023 681
458 729 22
409 836 251
22 577 326
864 208 993
317 687 587
820 833 642
291 440 635
384 653 964
807 71 63
621 483 622
946 377 658
287 959 659
3 899 53
489 411 352
130 610 933
431 440 957
133 881 861
950 945 593
456 96 201
6 511 157
87 203 123
60 946 238
382 476 147
47 459 72
557 427 245
452 838 673
450 264 182
93 47 59
172 814 70
983 539 431
424 683 819
922 729 669
158 293 513
999 25 384
81 654 1008
48 66 376
81 294 399
884 512 97
159 425 874
325 781 314
984 264 613
527 28 342
30 715 500
571 668 796
213 1022 576
943 782 991
846 523 737
208 19 101
906 378 123
56 490 332
457 578 531
19 989 671
621 401 554
503 776 105
407 179 121
273 286 469
691 437 58
954 625 967
57 335 977
604 658 805
126 791 206
928 413 281
648 696 692
408 701 321
198 596 177
172 763 982
562 46 173
998 400 223
323 885 263
345 206 534
323 96 807
225 528 179
482 461 684
729 685 548
247 312 1012
290 795 381
647 535 838
78 729 795
435 231 157
789 633 565
365 719 996
58 61 757
176 979 686
893 198 1024
723 1020 699
498 629 67
847 392 149
66 849 73
70 347 166
702 351 66
106 214 753
78 622 745
135 931 745
1011 456 251
487 91 973
583 992 889
357 531 996
539 586 566
394 435 354
671 80 9
504 717 1000
533 76 387
974 544 880
706 647 335
867 205 720
36 246 112
225 519 804
155 952 506
192 336 435
641 761 823
994 262 580
150 303 546
595 259 520
688 781 961
814 864 703
128 781 228
354 745 225
773 601 666
61 165 393
787 810 695
932 838 403
894 316 622
753 259 815
184 834 376
795 293 755
465 663 273
343 803 208
83 184 461
912 656 136
215 726 207
568 62 375
192 423 1000
734 86 434
768 821 172
179 174 698
106 625 842
522 627 945
936 64 97
531 969 556
340 998 364
798 865 48
942 418 366
396 815 812
46 151 338
988 603 483
836 659 564
746 52 225
188 794 469
679 171 60
197 291 143
645 768 715
515 34 785
485 446 434
827 534 483
871 231 922
596 215 174
432 357 357
512 226 63
816 227 905
477 804 194
418 780 504
220 562 868
576 748 184
620 166 718
24 395 852
120 212 642
925 515 524
541 645 29
296 918 673
472 207 261
651 618 660
31 801 1011
107 694 615
189 286 46
306 153 75
405 411 331
493 81 39
542 545 872
802 521 235
788 421 1010
492 160 217
983 151 588
813 151 764
29 85 5
959 342 569
548 682 219
653 885 76
867 33 91
962 33 21
327 202 937
469 328 431
785 39 775
692 656 320
161 276 883
866 27 356
23 693 60
372 376 111
654 41 202
999 159 322
940 692 153
587 297 789
938 73 144
428 938 648
273 530 119
91 659 327
371 26 794
51 613 925
987 619 347
103 832 499
174 783 786
897 289 932
823 263 100
176 930 53
682 296 864
823 588 170
346 821 920
288 877 423
566 997 398
823 846 891
519 3 889
974 257 350
659 391 413
996 910 249
262 504 83
907 683 66
781 968 499
698 832 336
385 591 673
34 395 542
836 566 812
511 128 502
293 795 845
702 669 82
43 931 628
78 340 403
848 15 877
755 58 880
427 376 241
49 941 378
966 679 51
645 617 660
159 372 68
545 917 110
694 349 253
829 984 742
889 502 2
623 604 191
449 217 99
794 195 469
254 682 354
489 499 358
473 893 522
165 771 838
120 554 518
805 90 720
37 868 503
736 79 770
222 289 778
741 717 74
550 9 191
740 395 806
917 473 863
165 319 982
930 404 368
288 989 226
1014 151 969
570 632 361
70 391 860
294 725 935
975 426 325
789 476 919
192 894 146
963 157 109
16 613 568
488 899 278
177 65 809
201 986 1019
462 363 83
985 897 944
894 817 625
404 111 114
213 714 8
885 999 137
955 301 296
595 444 547
960 708 528
533 546 39
971 855 922
428 442 330
250 249 202
758 680 698
545 534 6
415 1019 137
960 22 543
1017 779 941
836 536 951
463 630 1008
566 80 599
1016 116 939
1002 102 625
625 43 927
303 848 60
442 0 23
663 385 589
133 672 46
746 316 181
964 263 239
253 184 204
457 352 700
735 745 722
106 653 970
723 614 836
118 106 501
465 322 145
162 179 87
409 468 97
666 837 485
843 504 442
644 882 768
551 256 667
15 121 438
465 1015 330
104 807 745
1011 653 421
518 127 805
203 342 443
330 153 378
663 291 627
744 634 913
770 249 774
623 560 903
627 737 77
594 665 630
349 797 91
274 303 170
965 800 197
263 291 835
444 558 574
154 571 984
996 540 872
1014 379 558
766 61 25
130 762 456
547 602 365
384 476 769
241 325 892
181 195 278
546 150 830
728 657 288
165 827 836
642 352 205
611 776 793
941 161 214
674 193 26
172 391 727
241 945 206
392 688 91
351 928 608
884 1008 57
908 482 556
788 719 265
578 392 65
760 510 583
84 194 559
542 619 918
1007 458 577
147 700 775
726 479 109
825 259 776
153 565 70
174 484 764
819 664 859
222 364 905
943 193 267
2 108 420
707 737 390
239 668 578
158 973 888
19 610 516
247 297 233
991 233 279
233 83 304
973 543 145
651 644 397
170 1014 517
209 903 135
433 528 206
107 452 898
54 200 358
211 917 923
901 679 161
488 940 454
689 866 710
589 242 251
368 862 909
720 894 929
347 28 567
159 842 616
786 999 436
589 834 50
248 247 616
819 422 994
212 382 947
266 785 449
859 635 789
780 769 599
453 911 819
743 17 462
806 750 523
193 405 833
711 308 241
304 195 370
945 70 161
138 794 407
293 759 336
216 579 535
547 872 254
596 11 282
145 177 263
497 444 815
179 691 995
235 940 294
761 530 183
548 27 241
59 324 623
455 783 13
452 963 396
468 584 994
996 303 129
573 508 721
838 186 558
595 847 900
672 688 234
771 243 387
964 131 175
8 48 233
491 350 46
337 621 134
204 401 631
474 187 523
676 464 638
238 999 276
986 1013 415
457 214 966
203 543 68
335 954 698
230 888 395
54 640 988
892 394 198
584 428 546
191 479 724
940 9 265
833 705 38
325 207 959
521 875 552
479 380 661
379 172 687
147 394 578
860 134 187
410 593 740
1018 809 939
19 852 21
761 696 575
612 358 228
79 954 334
378 658 84
718 28 683
363 965 648
839 24 972
81 167 392
65 266 407
671 409 838
241 355 59
83 168 238
667 46 764
526 71 580
738 670 303
304 461 304
486 763 371
627 671 841
132 463 96
701 249 439
498 27 965
545 827 288
868 172 348
799 960 60
653 274 508
353 905 438
794 248 114
175 111 745
65 211 722
766 693 422
644 52 261
86 288 3
565 877 1020
