1024 32768
553 327 -292
727 490 174
120 171 -503
537 1002 -933
465 159 -685
102 300 29
506 395 6
385 187 -831
670 410 987
116 996 1012
11 196 -574
414 896 -106
155 477 -1015
701 53 -131
877 571 356
719 670 941
519 734 -269
618 494 387
430 833 262
200 321 974
783 884 728
600 653 -974
20 808 800
940 77 450
81 783 847
609 445 837
413 728 758
231 567 -59
239 303 -395
960 223 -861
820 0 530
1001 658 -617
851 483 -885
510 45 39
569 852 -84
36 539 941
809 726 492
541 555 -652
659 755 -9
538 12 -755
868 311 -27
513 757 722
887 480 -686
150 454 271
620 39 37
695 752 867
174 825 -976
821 394 -401
562 231 -860
887 342 -883
834 602 -904
107 757 228
272 890 -1021
731 20 467
468 381 -495
526 251 436
763 929 -314
529 286 -671
599 246 514
600 1001 -932
195 635 -311
398 73 -96
655 457 650
85 977 -927
860 444 -504
511 1009 64
713 583 147
237 175 491
99 200 274
497 628 808
44 50 430
758 164 -799
839 457 -986
208 879 269
641 520 791
832 455 174
824 687 -411
910 84 -302
491 550 -531
480 208 -70
251 54 487
351 459 -557
555 770 696
140 57 1000
529 252 -927
280 515 -745
51 794 -562
408 377 -567
515 391 604
552 894 -589
217 832 -707
335 541 -908
813 1004 785
42 984 -37
393 761 880
235 346 -3
716 219 702
884 601 -627
754 400 284
688 367 397
510 924 838
826 437 -292
23 94 59
7 840 998
514 911 -685
97 1023 -824
644 384 16
700 801 70
493 137 785
458 432 898
587 805 170
507 629 -814
931 620 -878
538 768 -994
197 932 740
899 570 504
843 610 666
587 763 -63
626 129 -779
805 171 959
573 468 546
209 425 482
629 1018 975
829 417 909
560 994 -716
1000 646 112
89 58 607
72 380 -671
294 913 -182
170 1009 529
847 20 4
437 520 342
943 796 -510
320 1018 88
408 294 158
977 520 802
927 668 -830
545 819 -575
186 261 -553
812 521 -432
450 898 205
779 366 -586
917 704 290
751 945 -147
20 946 999
629 865 99
246 131 345
338 958 -194
261 82 -686
307 978 -492
689 654 -962
976 110 502
916 395 -451
978 69 -1024
767 1023 272
594 587 498
425 514 1022
546 401 674
451 522 233
576 182 885
67 804 697
1008 767 -411
632 78 -131
30 575 191
499 921 -168
742 841 53
895 48 520
792 1007 -848
647 873 95
889 147 984
83 291 314
873 626 -955
1009 75 -573
107 334 734
732 448 939
142 881 -1008
83 61 -592
778 6 -874
497 778 -88
484 104 -1007
632 984 -251
634 509 -866
925 986 -676
273 44 188
886 599 597
343 698 466
577 720 751
901 40 764
611 537 112
157 887 20
118 619 159
652 197 580
610 36 21
712 470 -245
845 483 -556
3 356 -367
121 845 1002
52 521 389
180 462 627
778 298 -736
167 811 -831
102 760 516
789 734 -358
44 241 -703
220 361 1015
752 916 -131
473 952 209
766 0 -806
418 450 436
868 373 277
901 1020 325
983 594 617
866 283 692
646 914 358
38 345 -508
405 148 558
62 0 540
483 754 591
550 190 697
989 283 668
302 779 -502
710 778 676
369 75 -132
998 201 -111
28 926 -674
880 781 -935
647 879 -620
11 434 1022
827 183 293
260 640 214
868 281 264
330 285 253
621 887 -822
517 68 -746
709 688 -915
219 60 943
861 710 -320
363 580 -925
1007 916 -950
852 972 300
1017 611 801
228 508 1015
70 684 -523
822 379 -128
16 566 -282
654 917 -877
169 328 157
434 528 -621
857 216 0
535 690 -974
652 650 733
947 792 740
619 855 -785
909 421 -139
610 213 -302
327 296 -182
370 68 -213
413 924 165
165 387 -260
78 524 -392
253 35 -41
563 1023 -736
575 583 -576
572 685 290
568 633 -669
125 402 702
177 251 -510
343 666 777
606 227 119
504 938 -927
336 307 420
478 314 -185
690 19 -253
931 843 -580
574 152 -379
31 699 -945
155 42 -149
540 716 -812
789 349 978
82 586 -709
702 149 -141
604 309 41
987 1023 -363
224 151 -320
995 349 170
350 713 242
230 219 -466
871 781 522
720 738 349
275 51 422
294 731 270
676 112 604
1006 159 691
701 935 947
456 485 -832
1003 462 821
633 802 -15
318 290 -763
74 849 -906
998 432 666
518 91 611
689 217 405
608 604 -912
436 600 305
785 139 -108
873 821 630
415 736 -413
773 94 421
211 1022 -134
616 862 195
287 32 -929
3 441 -414
531 1016 629
803 596 618
269 411 -196
478 102 -614
627 134 -491
383 986 455
536 75 -429
71 152 -267
678 946 -458
248 125 653
533 283 222
657 3 -893
416 265 -281
689 950 45
504 571 -391
318 154 820
537 968 698
996 962 828
152 770 890
865 525 799
914 155 -781
597 761 382
387 72 842
4 646 -348
412 353 409
638 22 89
822 549 81
593 333 68
510 931 313
821 814 -466
319 626 319
358 290 762
670 662 763
602 1018 -756
210 413 260
330 486 -342
985 705 -860
931 802 -508
963 230 520
796 422 307
424 370 -546
612 1019 405
115 407 -896
588 589 -961
855 42 -259
325 530 -249
310 92 562
194 602 553
934 15 825
384 236 917
82 563 -867
739 470 -626
687 375 922
381 984 -668
98 170 194
682 396 -955
507 678 57
665 177 845
513 158 -99
602 668 -785
4 611 -583
797 67 816
326 104 -776
393 6 -405
673 99 874
381 111 -817
227 643 -120
158 319 -558
992 354 -379
291 419 1004
538 365 -6
101 976 941
573 761 623
816 674 -855
986 46 89
837 618 973
955 866 276
919 531 -812
7 877 74
340 224 -935
665 762 -326
321 735 740
749 123 224
609 789 880
788 838 -778
304 121 182
800 336 23
70 81 -658
829 743 -25
123 490 -103
663 679 -952
660 268 -148
487 649 -139
435 959 60
913 729 -885
836 911 603
868 502 447
505 102 -307
1023 950 844
289 1020 -119
325 274 -321
402 155 584
934 846 -636
726 779 407
787 401 -268
942 741 449
719 54 -1
652 182 -989
650 497 898
680 858 467
945 939 -370
256 81 -153
307 905 260
499 317 276
497 660 -188
960 78 -1021
217 843 203
147 320 -162
612 589 -944
772 245 426
973 283 149
978 523 291
270 167 697
281 835 775
317 603 -888
876 726 -751
320 87 523
16 751 584
179 91 -485
175 203 -370
930 876 -353
910 427 913
858 133 -920
917 777 -640
597 612 439
664 688 100
503 937 974
799 161 332
365 846 -781
917 492 44
914 552 -1022
119 313 882
444 943 327
706 279 -846
1003 233 374
773 953 -305
53 874 139
409 847 89
45 820 131
318 246 62
506 793 -739
683 368 835
742 1005 -295
575 192 491
48 201 441
598 83 955
379 328 536
264 274 212
492 753 -169
14 276 744
923 209 229
849 580 963
316 511 929
644 683 -26
517 405 989
631 718 948
329 785 -486
326 943 181
614 441 -415
126 351 900
171 650 -149
774 332 514
780 290 800
353 867 -236
951 244 692
790 238 395
988 225 561
964 422 272
879 160 771
268 763 656
651 938 266
911 85 -358
658 193 -224
134 180 -14
733 310 157
790 896 11
956 189 309
1019 541 -12
431 935 998
48 422 613
415 592 -456
128 708 103
885 300 -329
660 758 269
967 469 999
505 439 996
835 60 -500
225 871 981
808 463 -405
80 206 -169
321 324 869
708 923 -887
586 830 132
517 232 -942
144 735 531
286 642 539
238 170 31
345 676 993
604 84 -561
418 304 -1003
118 791 -634
548 777 308
147 179 64
878 780 540
589 658 5
351 642 290
123 752 437
594 675 31
875 987 556
963 1023 -948
776 145 -307
37 177 -534
497 715 -431
742 438 596
1011 192 185
898 457 475
285 602 886
97 508 1
171 16 -155
768 323 -485
516 1008 -419
231 727 729
666 657 102
735 872 -741
800 435 596
673 408 187
773 1012 -523
584 523 -506
696 110 883
269 988 320
692 433 152
276 803 -46
431 257 -549
570 902 742
1002 684 646
975 509 427
800 114 697
266 393 48
368 721 -81
42 45 -116
288 878 881
609 320 834
312 956 886
935 456 95
727 567 -201
187 409 520
741 624 547
552 446 -348
825 685 -190
359 265 -787
127 894 394
311 685 266
887 203 -496
240 168 -345
974 925 955
889 509 -691
439 597 280
588 622 196
562 783 -179
682 144 134
765 405 -174
598 699 -915
551 424 147
42 901 201
626 102 -951
929 387 -587
562 598 -932
381 327 -975
149 594 -723
1013 1011 -268
265 597 114
192 35 121
696 881 787
929 668 670
67 987 -603
873 760 -358
50 549 -655
44 352 -116
720 551 655
283 1009 -904
554 172 874
23 566 394
677 1000 -590
734 538 681
199 514 237
599 339 -371
414 266 157
124 417 -703
869 410 529
405 847 666
995 874 -875
961 873 708
421 85 763
137 361 -259
611 707 119
834 137 -244
969 993 1009
771 371 95
46 657 -324
244 496 -470
192 174 916
291 316 807
304 249 808
397 35 -502
542 495 -654
104 354 -325
122 501 -83
267 671 -782
831 817 581
0 386 7
482 888 -1024
217 216 687
352 29 344
708 626 966
748 325 -562
278 65 -734
558 268 459
900 57 846
752 180 -970
277 164 -159
271 847 65
524 944 -199
263 852 -559
197 619 -568
100 89 -201
824 764 -1000
777 681 -365
284 639 -768
686 166 -1003
628 908 -208
107 466 -291
352 308 -728
771 883 11
950 30 778
965 740 -169
365 141 68
276 635 541
88 521 708
670 74 350
8 864 456
245 334 13
615 770 -321
853 910 278
393 391 -713
180 273 -403
354 357 -716
678 437 -885
816 18 607
745 343 -384
378 411 -649
972 288 270
564 550 714
651 79 -80
895 920 561
315 362 -477
683 591 -1005
382 1020 -180
842 38 -356
140 648 -1017
512 300 870
576 97 -568
152 465 -235
408 744 -307
375 190 186
288 555 -800
251 617 -651
667 192 240
54 331 -545
948 691 -55
888 461 964
803 113 -284
937 958 248
438 786 458
172 544 -528
863 278 -77
721 278 963
192 815 -423
18 426 -771
847 589 946
1018 447 962
44 488 274
474 0 166
534 160 -771
982 100 -249
797 935 370
207 867 -366
233 814 293
264 12 -131
239 921 75
168 904 696
212 324 154
186 467 347
36 328 195
347 437 405
139 460 -675
2 733 -56
490 700 -937
156 158 612
847 402 79
545 339 50
479 888 21
590 390 590
153 793 -631
580 221 -638
776 156 -864
35 2 -953
206 799 -278
103 395 -562
41 419 -1019
158 16 156
682 446 -794
261 647 -388
553 800 -934
278 157 -136
116 134 -53
173 611 -865
631 260 -695
570 263 -764
83 229 172
589 69 323
515 831 513
701 921 -139
350 945 -989
772 103 -298
127 81 744
425 935 -223
874 803 216
720 43 -903
193 396 544
230 684 338
651 517 687
845 664 -585
143 265 -123
455 169 -827
468 717 -105
438 678 141
645 369 243
910 297 467
947 316 653
825 896 -259
39 508 706
724 656 1004
955 579 -428
136 436 178
922 690 233
217 401 889
714 857 -109
385 1009 -664
359 200 758
608 352 112
626 554 599
761 636 624
726 290 942
606 324 -306
844 1020 -273
228 359 566
180 878 642
318 527 421
495 327 -8
724 91 -486
630 562 31
798 305 424
459 95 373
120 804 173
32 195 -358
999 703 -60
658 119 752
917 846 110
208 927 -441
679 542 -971
292 612 865
101 606 -838
489 571 -632
129 818 749
899 494 -988
514 848 -993
1000 147 98
736 264 823
308 576 -861
515 822 832
315 847 -578
139 414 -689
648 1014 304
718 62 -140
438 453 -86
342 758 975
710 69 763
844 16 638
992 929 331
508 523 -605
311 18 379
113 712 -759
71 757 -669
296 189 -220
44 654 209
277 728 44
950 292 936
910 1012 -95
151 197 357
581 589 -223
660 532 -708
20 458 -899
5 825 24
807 572 -304
898 503 -631
192 276 114
519 856 197
68 81 -787
887 952 -902
838 445 -598
541 811 -176
696 128 -23
868 1 -66
794 422 113
51 520 38
842 113 416
661 756 -97
916 714 922
767 928 -321
472 396 167
797 844 -901
40 12 -169
843 105 -564
608 819 217
637 777 -62
835 490 -333
824 571 -984
497 295 9
360 281 362
343 38 643
984 507 -15
856 893 -529
543 518 -3
330 945 250
46 887 811
936 358 -206
770 547 -819
535 141 -902
773 175 553
665 873 280
615 996 -260
350 310 1007
693 235 -838
554 77 -782
852 572 610
91 182 562
24 549 931
50 190 -886
1003 490 990
901 485 -244
543 393 961
830 207 114
797 864 -59
23 480 -1011
376 915 -412
161 79 -347
489 987 202
919 155 -683
391 766 -502
42 863 65
1002 324 747
219 418 614
788 714 376
136 989 174
617 337 377
764 456 -345
639 667 -711
586 484 358
310 429 236
555 929 -305
95 242 947
766 339 178
407 326 919
960 178 -412
189 680 -107
661 159 467
267 177 -108
365 272 -573
764 738 591
390 758 -803
161 430 12
375 470 -250
315 672 -216
815 709 203
196 317 735
185 133 4
411 798 463
112 613 -3
11 90 -433
870 809 -123
790 485 -675
656 709 744
653 752 962
967 612 486
696 69 -414
513 736 194
831 322 -1021
638 765 -142
913 685 351
182 70 149
591 111 -286
459 906 -734
163 204 -495
400 261 983
343 204 58
877 262 378
787 203 134
65 537 -618
343 403 -537
268 564 -579
314 147 669
363 756 -20
556 414 357
342 999 919
881 1000 808
25 1001 116
221 715 -27
339 29 -227
651 643 891
492 188 133
653 620 889
191 267 636
718 1019 481
661 737 -101
823 564 -987
708 149 271
243 690 422
526 247 34
314 91 -1024
13 451 737
891 269 -896
970 404 297
145 197 652
950 738 -704
117 567 -703
256 270 479
576 884 -413
600 778 930
508 149 444
757 730 501
179 999 113
727 505 972
486 309 465
176 768 940
193 377 665
190 736 -549
556 292 -16
610 644 314
391 344 -363
508 180 -241
19 838 -482
470 394 -194
912 679 169
457 529 469
992 499 -870
308 398 -466
282 741 567
138 409 -50
403 79 953
542 389 119
574 139 -265
427 131 -519
51 429 -136
788 794 -99
756 148 222
707 894 -914
117 643 -726
88 815 -668
178 564 -523
611 759 11
494 86 -163
289 331 -255
18 1010 466
405 582 281
126 768 -510
10 750 -749
518 806 986
163 509 -31
546 912 711
328 909 -309
1013 21 824
906 395 515
754 960 955
718 706 596
347 248 874
990 220 749
422 350 727
361 523 89
802 172 -937
378 213 -435
846 774 -194
222 326 161
281 231 -239
271 214 -510
821 308 820
568 247 407
551 256 -966
564 174 886
162 238 814
450 164 -480
965 689 -174
308 767 -344
597 278 -709
426 190 541
7 406 110
638 641 -552
330 915 59
970 925 878
599 500 56
191 937 252
1018 626 -541
294 938 -2
739 190 177
496 87 -379
199 370 816
7 620 -656
32 1016 120
331 837 448
212 452 -295
133 479 654
984 264 761
851 973 -418
272 57 -247
646 815 869
233 662 219
691 805 829
320 781 531
470 745 511
163 826 609
555 963 627
977 143 684
546 252 568
274 816 -925
152 949 -762
257 8 408
728 821 -352
826 215 822
759 157 -64
534 193 -50
319 387 659
495 599 -680
646 545 522
1010 194 -199
353 1013 869
87 567 -322
448 696 934
856 512 69
151 326 -234
739 495 388
586 755 -955
50 801 -1023
694 215 -15
139 679 745
798 1003 125
77 887 -683
215 892 326
339 903 -990
532 176 -555
659 482 -997
813 242 656
528 1016 -993
134 617 304
796 871 890
843 756 732
950 871 -185
58 243 225
313 831 -845
55 827 -479
940 544 966
486 301 -797
96 957 706
294 223 759
427 726 148
831 738 515
239 739 -84
565 918 -788
220 976 -449
457 191 953
9 1008 -406
884 622 914
255 604 -315
978 864 -528
117 810 969
248 110 668
933 88 174
409 308 -274
144 1012 214
848 880 -290
691 371 -458
194 383 178
430 576 -308
960 583 -822
114 0 -952
810 520 -893
590 1019 -444
228 1012 572
78 402 646
584 723 995
855 486 609
56 469 -258
270 570 -689
280 206 -807
61 159 0
208 129 -509
8 999 -142
253 43 391
40 643 -2
540 190 570
980 332 -954
496 572 -538
179 393 -529
70 232 663
620 714 944
609 510 -343
725 693 55
401 226 207
195 895 841
426 735 -56
538 1010 -699
65 103 -195
750 96 606
253 867 -846
750 584 -99
890 261 -937
715 306 -382
751 885 -131
223 63 -382
950 609 814
906 321 706
946 474 586
357 743 236
293 755 -447
521 42 280
189 7 417
867 793 -189
869 424 340
87 647 -484
1020 509 -443
565 721 770
812 24 583
74 27 -415
100 371 581
181 612 -743
366 44 563
502 59 394
6 312 213
151 716 -999
250 22 -686
654 336 694
895 864 678
126 395 421
52 817 -320
75 269 -141
580 533 -649
161 684 -424
544 597 -986
886 177 -240
300 808 -397
368 792 -344
949 54 152
902 571 911
397 633 379
197 238 509
38 165 757
894 671 454
257 980 -171
110 1018 -801
863 1016 802
119 616 -841
976 913 -91
369 680 474
201 112 465
252 599 -846
222 530 -842
792 873 141
82 792 -142
576 862 -916
365 94 73
820 567 408
837 931 -458
901 342 952
690 740 -376
818 84 678
769 859 -574
492 15 -782
646 328 -39
979 640 555
348 241 -931
997 354 -677
481 576 613
403 797 670
446 857 -719
1013 109 466
707 625 -873
352 973 -239
127 682 123
898 106 -441
123 652 -230
733 438 -688
658 1005 41
880 12 -268
873 868 571
292 502 -1006
411 413 610
369 907 -449
364 997 -414
268 997 -604
439 191 244
38 273 -847
145 669 -327
641 171 -654
315 464 -89
303 190 -205
189 216 -601
554 682 478
190 954 -151
414 23 -805
911 632 -457
334 655 -698
934 398 552
585 331 -260
562 684 32
55 393 770
812 749 994
773 102 -532
356 49 -909
795 770 46
181 304 433
934 257 -850
798 635 -94
667 790 -436
963 220 1009
997 423 98
1007 258 -9
627 278 -935
722 401 2
936 40 -617
803 921 -57
507 505 -953
51 895 374
186 133 51
525 802 -922
554 568 -946
248 568 335
819 886 897
295 61 -97
848 88 283
323 42 -712
432 184 881
705 109 377
658 160 964
399 746 134
865 331 855
896 655 -511
935 492 -557
384 71 -107
485 862 -194
652 728 -674
437 134 -107
940 997 110
1022 952 -436
141 473 102
478 77 656
611 446 663
786 380 51
395 508 -273
237 887 -809
130 336 817
733 83 -166
1019 267 -19
332 680 585
814 982 222
198 125 -293
84 391 -874
277 184 719
788 69 71
488 329 -794
512 51 325
353 351 230
69 79 915
538 354 -203
85 400 30
103 125 -635
806 746 892
634 615 590
205 431 802
728 662 -528
1001 144 -555
541 192 -99
165 44 -595
891 682 533
448 484 -679
841 848 -825
99 337 97
658 697 -27
504 646 -567
262 103 -56
513 265 892
140 1002 -347
501 651 -365
896 335 295
49 441 -998
657 254 485
141 904 472
705 816 385
866 235 388
593 380 -433
540 613 928
926 15 -427
471 992 271
804 604 633
94 62 -838
659 335 316
27 150 643
579 1003 -711
665 310 -505
952 729 754
636 136 305
349 431 731
973 110 600
781 357 -246
452 425 535
289 139 -155
201 781 -772
76 4 794
728 272 -810
136 448 -338
69 889 -838
210 885 485
565 560 300
262 753 88
563 942 -393
64 277 -849
547 353 -824
349 830 160
902 100 -681
871 304 452
951 868 134
813 854 555
936 923 -546
667 544 -989
3 237 549
139 684 -615
342 490 -967
147 90 -891
447 233 915
585 169 -437
785 927 578
39 893 -957
558 790 718
200 224 558
767 885 -746
631 406 -964
651 237 -859
989 603 -872
248 79 -988
993 364 -919
304 680 459
549 900 411
707 549 -391
146 636 736
165 744 -564
601 946 760
887 890 619
450 177 1
515 20 -127
917 991 74
387 741 -175
1005 557 296
403 973 908
939 841 -317
1023 496 -942
291 676 563
708 329 -238
261 495 -213
172 432 434
224 722 -82
37 106 879
12 524 -763
43 18 -399
362 318 330
650 275 341
515 10 222
362 407 909
702 740 -686
50 137 325
33 466 -815
355 223 906
113 407 105
915 626 648
607 80 806
203 801 414
383 629 -239
407 825 -620
598 383 -344
324 1004 -620
926 629 59
639 841 -478
368 633 361
860 24 -448
1019 552 -959
919 277 576
760 210 -660
647 584 -227
554 109 -166
580 192 555
46 365 551
39 992 36
270 637 -624
165 534 281
654 761 -189
584 164 -122
458 721 -133
43 398 -854
51 312 418
249 633 224
498 985 951
825 255 942
320 508 878
417 868 297
656 964 -9
854 776 -453
31 319 -160
538 966 628
226 174 -951
429 658 473
877 362 -185
1011 520 498
507 841 -884
472 355 1005
735 695 -219
90 31 -623
15 981 867
505 737 84
249 9 -936
162 351 955
208 543 -803
51 446 -922
85 324 511
971 479 -184
525 818 68
838 677 -144
650 19 -550
346 285 -241
631 674 -910
758 1001 -852
648 426 -580
352 974 949
183 739 -102
932 9 243
74 85 95
138 744 -27
871 830 958
943 445 88
492 625 409
251 493 -444
267 767 -103
968 203 103
814 381 383
316 713 -224
575 526 -655
831 917 348
317 853 -929
878 792 366
295 58 -696
279 63 274
416 663 53
54 864 -650
204 131 515
428 661 689
546 822 -273
479 423 -899
156 625 159
645 980 -604
191 1022 350
635 426 336
658 248 -211
312 687 870
195 104 852
603 653 127
318 68 -79
890 281 -357
33 250 -373
770 921 -972
684 218 -568
39 424 -809
700 609 561
922 1011 713
194 595 236
770 789 -792
182 968 545
839 331 -194
532 45 133
669 984 566
675 394 -1
133 374 -670
471 35 608
351 429 13
573 982 759
431 173 -931
643 277 492
756 101 -583
239 1022 224
455 829 -73
585 752 730
573 44 82
883 297 24
436 39 -926
543 600 757
151 501 -88
527 358 611
474 632 -673
631 930 -24
990 387 728
966 95 -423
47 368 293
68 925 -1002
907 290 -695
376 453 618
654 963 -954
422 571 -900
882 307 -826
1019 133 -833
853 75 208
895 227 -613
863 348 606
242 35 -38
20 325 280
824 661 646
679 200 268
114 155 554
79 800 -113
768 375 -954
445 997 -130
249 479 -811
647 433 334
574 797 -711
485 493 450
910 129 -895
711 325 -656
939 991 1003
155 425 -1016
423 179 -994
47 773 -228
298 623 -186
491 842 534
97 606 713
572 67 -131
678 210 -749
206 533 -883
607 308 869
63 476 -411
560 561 -346
526 618 205
38 691 931
542 150 167
321 835 454
820 430 382
98 937 -1009
444 262 606
891 534 142
815 818 -838
1023 499 903
970 156 -593
47 304 1023
438 367 -99
855 155 980
424 661 -94
993 525 -397
103 55 74
302 594 -665
965 945 208
822 837 -1013
116 909 -57
374 680 342
8 725 53
242 335 794
775 126 879
935 417 770
481 780 126
364 450 154
526 32 -196
731 546 -161
291 837 100
315 183 -213
339 468 -483
815 801 -362
366 90 252
652 907 -254
218 554 704
179 938 -230
796 580 765
351 491 391
280 19 -62
900 38 87
682 437 846
430 663 -190
565 662 639
815 461 -391
156 517 466
777 375 -154
632 908 -998
490 49 -952
439 265 -315
548 634 263
413 944 -915
290 873 -9
535 79 -676
554 134 -929
667 749 479
546 4 220
455 74 -959
897 39 181
467 328 -672
253 567 -431
477 392 -879
206 304 -1006
546 967 982
158 756 -527
360 225 799
623 544 -830
571 370 535
701 956 991
340 996 307
403 172 43
953 851 -1012
799 458 -993
737 716 405
212 265 -455
277 462 616
776 304 -604
921 40 -48
542 769 477
775 406 -365
513 499 -862
423 881 -397
317 652 -970
220 702 -903
115 745 -83
260 465 -884
512 769 943
274 275 -747
186 480 200
311 161 -124
38 387 -570
839 903 -612
192 155 573
568 910 517
908 238 598
261 672 -943
609 490 506
201 292 -550
223 921 690
665 699 -670
418 969 436
87 846 339
736 688 239
402 226 133
545 305 1000
668 25 827
459 1013 -839
778 764 -131
711 7 -503
625 726 -162
103 295 701
976 278 -541
463 533 156
207 894 -628
314 748 -359
114 382 99
72 245 -144
488 87 558
787 557 753
589 802 -918
174 324 589
54 707 -341
238 370 123
39 669 560
687 121 -567
6 498 -780
606 767 -123
889 411 -646
793 78 -219
623 487 85
827 886 -480
565 527 933
261 192 -222
799 1013 -101
622 184 -785
687 390 938
140 544 -234
407 598 -638
851 755 558
910 175 922
310 330 539
817 538 893
5 779 506
424 852 622
615 171 901
146 672 -515
432 289 734
584 953 -98
967 199 -258
813 470 686
409 951 483
659 771 33
220 962 -982
18 360 468
57 294 -691
427 11 827
643 971 -96
710 113 1007
796 129 -931
862 1000 -23
184 910 486
837 645 -476
902 219 -725
535 761 141
652 655 374
144 17 169
877 219 -102
155 182 -388
843 921 116
734 348 935
556 285 -566
349 461 -149
142 367 -284
818 728 89
323 938 664
299 678 523
802 210 -89
654 744 592
378 974 863
251 554 145
747 286 842
619 1009 536
322 768 -949
37 926 947
623 528 422
808 897 814
659 328 38
1005 56 257
812 562 109
197 229 -307
431 110 -619
720 73 -256
622 913 59
720 710 676
820 419 -172
991 736 -669
579 996 977
583 291 924
858 87 41
323 901 -49
687 265 -103
23 458 414
169 296 -963
46 222 379
789 674 -818
201 846 -1005
514 490 104
277 674 952
448 630 -85
830 810 784
259 42 694
572 684 -695
983 910 -630
867 59 -118
344 545 440
275 113 20
467 463 -1009
852 479 116
880 107 -729
129 19 -698
69 928 -350
294 776 -962
134 828 50
753 674 -412
524 145 -165
980 407 52
602 23 -430
638 502 145
867 723 223
697 748 -993
110 91 -736
168 838 853
869 415 -153
148 895 -481
778 610 176
171 169 850
801 585 865
425 83 -884
54 886 -90
496 22 -897
597 633 -1021
428 447 134
614 810 101
18 433 -686
548 291 31
26 229 -583
401 126 -197
478 310 886
857 919 -44
75 595 -440
255 283 721
456 110 178
499 315 688
343 268 -25
704 480 711
595 764 844
702 782 113
118 374 -986
833 185 760
384 405 784
827 598 -154
265 938 476
352 485 839
279 352 725
1010 782 -808
390 513 -525
751 18 918
888 60 644
94 788 -643
11 774 -656
26 490 -356
99 826 526
732 503 210
708 293 -195
35 757 -845
806 573 623
596 22 350
839 490 -592
688 909 836
887 627 660
357 380 292
235 322 707
579 492 349
136 616 618
472 596 -792
938 772 187
612 583 -739
1016 633 -805
736 36 -649
727 714 -16
814 807 -9
26 720 -819
460 738 794
235 757 -426
409 655 533
202 832 -422
120 168 799
452 17 -491
791 211 47
555 513 258
834 714 -131
58 781 -835
217 914 -595
673 746 -131
731 830 -317
937 630 -938
339 156 -866
708 510 396
650 299 -828
631 58 998
819 77 703
1016 764 -469
242 16 -257
354 315 725
20 651 148
327 371 -119
944 641 -162
39 850 -361
460 23 896
924 686 -927
837 145 63
726 381 -654
933 261 861
28 270 207
425 558 -50
72 300 -483
241 1018 430
989 625 246
101 649 -274
351 612 -495
78 431 790
580 85 -763
724 253 -917
199 511 705
14 798 -980
790 188 449
403 24 783
111 526 -172
955 76 471
859 980 -860
368 732 783
963 899 -547
884 1019 -326
704 596 931
994 570 -94
254 814 -615
757 241 -248
796 401 564
844 781 977
870 853 -589
956 650 379
103 457 -379
687 668 377
907 85 642
276 915 -228
746 573 178
485 4 785
502 926 -81
546 169 576
198 378 -121
675 305 -954
822 681 -164
320 523 407
463 652 339
644 621 -177
116 106 417
