1024 8192
446 152 -143
1000 561 -407
184 990 -884
940 496 839
567 849 560
801 706 -935
976 303 -981
533 583 -601
151 640 255
897 586 758
891 11 -1017
600 28 -631
731 302 90
89 413 -890
953 443 -95
459 722 -156
295 226 835
760 265 -910
911 3 -463
892 714 -851
500 823 200
496 598 -189
449 417 477
550 587 -300
554 637 -320
871 642 -866
911 207 -188
672 785 280
918 180 227
122 706 -967
333 861 17
502 940 -544
16 223 -563
139 718 -334
770 334 -111
662 532 -363
26 687 -666
995 188 1024
245 555 -457
926 971 -685
643 429 967
644 570 -577
820 166 459
826 391 -573
493 895 804
275 848 5
978 449 -274
596 62 908
370 583 607
839 595 658
998 355 454
115 405 -15
823 355 829
661 706 600
640 682 -618
474 30 1019
60 579 -855
484 941 871
172 293 -407
469 977 771
623 696 -931
684 104 -539
247 464 184
1020 809 276
333 601 647
640 278 70
768 654 -43
17 360 -143
332 546 -856
18 197 -960
272 832 -636
229 628 -40
216 1006 -784
701 500 -632
729 347 466
987 478 755
296 230 54
37 247 -8
595 502 -255
947 161 -36
140 317 343
543 507 67
317 149 -820
303 106 495
405 301 -170
11 605 -213
969 249 -379
223 708 297
498 778 966
936 286 -9
392 297 475
138 587 -357
537 312 999
673 1011 37
583 1003 883
478 263 864
322 221 -426
79 724 -624
491 392 -602
252 722 -482
68 311 44
113 517 -601
453 182 730
94 823 -630
660 445 700
30 870 -605
518 801 904
908 850 443
675 65 -664
53 352 -714
519 778 -524
311 251 -78
1 743 -293
561 254 592
573 765 -285
64 920 -838
405 118 -104
107 160 489
178 967 -546
429 117 -868
390 568 -770
139 125 239
530 252 103
698 602 515
64 930 -365
671 744 10
71 837 -18
898 229 -256
55 66 387
587 257 -952
78 982 74
875 503 -153
191 422 547
45 451 -299
102 851 892
327 28 -563
973 362 -260
514 401 -462
638 979 -551
170 220 152
48 787 403
674 839 -964
666 77 -369
480 19 32
663 628 86
588 306 280
307 611 -712
708 91 424
1002 934 1018
586 273 -718
719 363 -496
455 840 -157
242 1019 477
873 61 793
841 852 -672
962 79 613
732 616 -928
820 411 -480
688 480 539
606 787 240
547 396 728
370 771 -987
895 1020 456
373 246 -275
928 89 512
412 535 -658
318 927 -16
148 962 186
925 914 -80
220 11 -773
606 510 -264
1021 108 -35
212 953 -164
868 937 988
281 860 190
594 914 -315
581 273 -75
52 961 -14
381 525 704
622 212 689
713 459 888
416 731 991
382 270 -105
679 372 -867
384 291 983
144 712 672
991 280 163
349 200 350
66 936 741
166 323 83
25 318 -234
538 628 1020
740 526 -344
503 232 874
890 672 -839
974 611 944
959 44 263
794 590 -999
663 167 -884
700 564 -827
478 25 -160
897 818 1021
152 674 -85
1016 359 -511
997 910 212
80 955 592
499 700 -54
206 267 -521
185 338 -340
969 423 231
131 665 288
931 301 758
360 454 -967
8 587 879
19 683 274
533 895 -320
838 786 -345
845 232 663
279 721 -125
979 557 73
685 392 775
145 176 -741
358 17 -934
430 336 -521
190 253 -19
174 298 -492
234 556 859
28 56 576
72 606 996
211 23 310
152 192 -647
999 365 -159
833 685 -787
649 576 -831
483 228 -500
124 774 751
563 743 319
889 667 75
776 854 -566
32 506 982
929 6 -771
946 4 841
699 729 280
478 325 423
1002 535 -160
327 90 -756
140 145 -246
51 102 -682
647 940 792
7 181 348
62 965 -810
93 63 160
829 660 713
503 905 -518
379 754 257
926 284 -217
439 268 379
783 803 777
996 248 432
318 629 665
715 536 -43
942 22 -809
32 164 -268
88 802 281
802 14 -323
783 899 245
661 65 836
223 79 -317
945 16 -533
969 741 -828
891 419 765
8 601 -302
989 368 122
887 827 -912
505 75 -418
898 18 -743
976 969 -166
801 483 -674
992 863 -130
981 288 -869
641 56 -823
736 424 -547
70 296 66
848 34 -418
600 64 -328
861 196 -649
817 986 -247
417 844 688
798 725 -445
534 875 -715
116 659 534
138 962 846
766 532 604
405 407 31
3 795 -163
8 120 270
348 997 105
813 35 985
945 401 -624
1012 359 189
896 708 -412
37 676 420
233 197 -836
265 812 -138
631 952 206
743 262 -402
803 356 -659
451 400 -94
632 635 921
77 1006 316
712 26 864
961 235 193
240 951 885
677 465 861
408 610 -678
941 832 886
281 259 944
656 668 -821
576 726 -668
779 169 -488
416 720 -389
221 456 741
462 610 -976
920 318 547
995 516 -299
413 546 676
671 747 723
203 542 -337
383 415 -378
824 846 -487
1002 538 244
3 803 300
205 269 -197
868 547 -352
82 752 -92
848 160 -99
927 721 671
84 97 609
975 76 -99
837 288 -848
785 573 54
661 503 848
284 632 942
347 888 -189
837 794 -79
943 418 -550
1018 309 -706
838 992 231
526 169 375
921 420 850
1022 951 891
970 804 725
49 924 647
975 1015 965
881 427 -855
988 556 445
530 151 -394
492 496 -979
96 555 -530
549 1009 532
74 761 -358
8 377 463
1018 175 -310
970 384 -475
531 483 -310
747 253 506
528 623 85
352 223 -202
1015 109 -210
106 590 -699
627 718 -16
77 119 615
980 399 -171
161 742 32
106 327 -893
475 613 -829
683 911 -150
717 288 -852
803 857 498
714 618 -60
708 273 434
618 818 148
301 247 227
458 813 -213
854 142 768
601 974 -635
813 615 -526
548 767 -669
777 141 457
565 474 -113
893 382 -748
787 45 -927
49 467 162
923 434 -621
334 667 913
14 910 701
988 751 753
616 131 -204
86 161 173
390 515 -554
991 825 -171
366 836 89
216 355 1005
981 147 1014
734 467 -274
264 110 628
116 784 -936
613 251 423
786 356 310
340 571 -802
170 768 769
482 434 -427
966 34 -993
128 696 416
486 970 989
616 766 171
572 510 -934
820 182 -361
941 29 -158
495 199 775
405 763 812
359 973 932
4 214 380
769 957 -372
513 355 -421
143 535 417
339 657 -403
926 900 -170
356 973 503
664 980 927
788 640 -426
984 685 -981
843 78 -417
695 872 -912
135 809 -329
662 566 -507
2 397 -18
291 369 -948
988 539 -391
23 468 777
765 8 -985
210 57 -913
1015 204 -194
707 44 -102
399 633 668
186 52 901
970 375 -954
127 1001 -63
886 588 762
101 219 -61
566 67 820
53 1021 709
122 0 -136
404 36 -632
217 259 233
539 206 -683
1007 129 111
235 576 -8
873 980 454
660 387 667
1017 364 156
791 517 292
232 732 829
528 795 107
202 933 626
972 949 952
868 944 147
828 119 -351
855 487 774
47 66 -308
877 372 -111
187 149 485
801 411 -166
84 798 -643
660 799 -133
150 574 173
54 402 -365
882 804 242
766 333 -721
435 828 -730
306 248 -950
760 402 -946
484 705 -292
265 760 179
430 13 181
511 558 -71
113 631 748
633 27 -809
853 520 952
388 714 -513
737 983 296
626 333 994
717 965 -411
208 1012 472
677 271 414
763 369 -637
563 740 -226
995 619 -47
664 231 -195
691 658 869
268 768 -16
31 220 -380
435 188 -678
829 515 250
608 305 336
77 505 937
989 331 357
71 84 -530
109 272 378
261 504 -113
124 153 458
789 91 710
725 911 567
75 399 177
221 9 10
177 914 -821
268 680 -590
676 862 945
833 744 -110
919 749 906
169 810 -674
37 73 844
275 891 -292
966 98 66
199 363 -336
636 838 -739
188 150 755
652 29 67
765 578 -133
267 547 663
425 644 198
672 268 -750
99 873 204
178 590 558
676 536 -745
282 466 939
79 656 -68
285 880 -896
398 757 583
639 212 -215
182 383 -227
877 758 -834
215 74 -86
861 127 433
845 676 -365
844 918 -895
823 259 415
622 718 252
621 830 433
706 533 -531
857 884 430
287 217 697
362 679 -766
1014 809 -43
401 788 -729
261 616 -717
581 660 -606
113 1011 -147
763 226 971
732 493 -144
765 64 -627
460 259 12
520 528 -446
656 944 -761
518 359 495
755 876 -446
122 24 -433
68 817 311
570 839 -918
457 974 437
203 494 475
96 36 -213
555 328 -490
974 334 -531
373 156 447
706 654 844
50 705 821
655 871 -303
415 288 344
736 553 776
222 593 996
955 983 -45
287 25 -502
980 835 185
423 817 -657
70 19 315
252 574 -132
705 916 -539
239 583 638
774 416 657
227 997 -416
195 66 -116
80 64 -886
902 556 -990
16 597 948
941 76 934
501 406 851
180 753 -961
507 794 250
574 830 210
868 552 442
57 362 -635
132 789 -492
951 355 305
31 390 -211
107 313 321
603 762 332
397 754 -522
67 358 -1014
796 276 -563
1023 514 -132
60 184 896
805 983 371
660 130 -749
625 149 -161
767 823 -134
889 951 672
250 813 80
243 798 346
196 240 -19
1019 333 -449
533 837 549
98 767 -954
126 237 133
838 641 -374
280 512 -603
252 543 258
543 128 -180
899 486 809
492 829 -707
890 327 533
486 155 -616
622 826 -225
648 471 148
593 606 548
207 958 -898
419 18 35
413 648 838
385 26 332
212 545 -201
826 793 -432
157 504 -14
134 318 -531
689 274 917
295 677 93
649 571 14
217 356 900
815 632 -47
308 950 612
572 532 -992
300 805 -327
191 926 -711
829 239 509
684 498 -955
141 801 -257
866 42 -621
831 662 -750
697 597 219
229 861 -720
392 509 357
421 279 -989
294 590 319
66 60 823
328 972 321
469 443 872
116 61 -148
737 790 557
735 191 1022
672 436 141
153 300 885
871 377 -584
140 111 748
1013 679 807
412 849 -635
349 385 227
60 638 -519
709 401 -767
389 17 617
2 41 -961
6 203 110
133 157 358
497 722 573
926 1 -669
510 444 -729
529 205 -478
713 142 -758
312 739 -871
61 597 310
487 604 -16
280 77 369
540 764 -43
907 582 236
759 939 103
182 336 -36
616 171 -827
996 691 931
152 30 -271
847 648 -61
547 329 -120
755 184 80
533 501 -279
304 487 -88
408 326 877
159 712 -955
576 553 286
306 813 -436
363 712 672
553 472 677
989 386 -821
663 877 45
325 951 74
319 333 -936
265 126 728
1011 523 573
371 106 998
729 998 530
482 770 -457
476 408 -202
546 452 334
919 941 -308
822 612 276
373 3 -456
357 758 466
171 395 -115
164 227 -501
223 506 104
522 72 -709
301 438 634
854 1011 166
891 244 -84
0 1009 55
991 23 360
403 918 -758
627 796 256
409 649 -126
406 861 202
544 551 906
328 50 997
546 113 -235
1023 294 855
221 842 544
828 582 418
707 22 -751
104 37 -78
506 306 836
700 778 696
298 822 -57
771 456 168
46 166 -828
322 443 -397
504 892 -134
963 113 -102
640 416 624
713 241 -716
327 220 880
834 1004 954
459 252 -671
520 850 622
801 889 983
255 880 896
906 625 -423
996 8 -801
251 973 791
23 704 68
404 771 292
418 728 -821
195 273 -448
127 938 318
997 619 129
548 386 128
476 794 72
46 651 170
397 892 486
837 87 593
457 133 165
23 246 -391
247 957 -249
556 479 -230
294 118 572
712 469 974
35 966 -621
761 946 114
1016 652 340
728 534 70
265 662 286
603 54 -844
455 501 83
290 535 837
871 815 151
22 802 -754
522 834 -578
727 520 888
196 737 736
249 821 213
281 854 564
694 896 627
515 295 -364
67 340 -608
326 793 -760
180 771 -62
797 69 469
562 650 -714
484 475 -208
837 108 797
885 400 -643
901 785 -841
529 170 912
962 910 215
393 682 -840
774 63 707
251 328 -216
443 686 850
268 236 696
736 626 -609
789 222 -858
1013 328 419
64 727 -263
138 49 -781
949 85 416
966 787 663
970 346 87
263 311 319
375 252 602
590 627 392
398 70 551
664 1001 1007
289 329 -289
1 1007 881
826 88 -167
57 766 -937
70 300 93
69 374 -199
120 183 -778
412 143 -1009
465 1000 -413
687 189 843
993 8 -702
871 20 868
702 914 -411
943 37 -169
709 731 -627
980 582 -169
710 555 -470
881 570 -33
603 887 448
881 453 -622
998 741 424
272 834 -108
823 338 860
954 58 147
734 693 -404
139 267 -833
815 766 -896
635 754 -550
1017 475 -264
512 395 -531
796 946 404
560 497 -634
338 289 -915
592 771 -325
894 298 -426
433 11 401
271 116 28
501 975 803
968 470 158
877 383 145
38 331 139
739 732 -707
908 178 -519
416 382 -226
327 757 111
620 945 -746
503 115 232
113 439 768
304 248 -223
20 892 436
52 540 355
734 976 774
483 138 -813
443 902 -824
608 485 -958
426 671 1017
909 126 -151
203 129 -843
806 888 -643
113 725 614
887 389 868
126 180 388
39 240 -956
632 559 -891
834 28 502
577 939 -338
276 765 335
351 881 529
980 383 419
763 157 693
453 35 -543
400 248 -638
456 278 782
169 260 -151
573 644 145
128 608 202
489 56 601
739 490 431
946 354 -782
344 631 290
671 404 -172
200 697 662
237 994 165
108 970 419
580 190 -941
342 201 -87
162 6 642
452 228 182
1010 884 -41
451 281 -537
471 693 -992
340 793 -398
429 251 933
141 209 477
683 258 75
9 848 518
594 70 -685
699 675 593
307 314 -704
538 444 -846
514 182 98
479 612 -205
366 488 -982
614 220 -226
809 638 827
101 776 359
15 171 -727
450 749 -866
44 515 163
974 130 -339
927 719 -613
437 570 -56
1017 46 -40
295 606 -309
811 1012 -816
670 779 18
169 680 726
77 194 -844
955 131 -310
628 201 987
964 578 -482
191 223 -515
622 189 234
663 446 1007
455 126 841
1023 581 -762
266 68 -837
180 216 134
823 888 303
655 123 650
527 999 334
824 224 277
1000 743 466
886 66 213
312 924 16
854 207 -822
232 289 374
316 448 72
760 914 -983
919 598 865
617 517 -390
586 22 91
141 53 56
1 537 837
466 970 -89
714 392 1021
866 997 236
986 828 -248
1019 631 536
92 897 984
906 621 997
841 905 -1020
110 161 -340
106 28 254
15 595 -320
874 696 -520
667 554 -740
1016 511 -996
629 905 -25
567 120 -868
702 838 -94
980 976 -1017
758 61 111
66 182 -886
84 601 -870
103 177 335
376 174 -509
342 267 773
487 100 -973
572 657 -677
111 13 428
35 883 -85
220 1010 -299
390 806 -871
23 717 -592
933 496 -492
679 537 -139
223 196 -232
390 572 514
539 994 208
721 55 678
596 522 216
9 362 -18
823 115 -358
161 752 254
865 883 616
734 153 -359
396 133 860
563 292 -358
763 988 378
105 625 271
468 955 218
620 170 -191
99 566 -336
662 394 52
467 821 -32
697 563 -270
829 58 338
598 98 553
362 250 753
501 203 585
674 127 713
1004 780 189
856 909 -708
389 865 223
372 349 250
600 198 -1013
541 548 -32
293 926 -1015
705 786 298
13 115 -1000
812 1014 -895
675 10 -1002
879 603 126
609 166 -805
656 302 -52
787 608 924
48 888 -738
858 403 206
144 66 633
466 347 811
944 957 46
823 525 593
269 785 102
720 1020 -491
661 99 823
730 407 446
303 887 715
101 596 372
474 47 996
346 306 227
113 977 256
124 1006 -615
612 24 -819
235 575 -478
356 465 402
84 814 497
768 202 994
398 306 -14
776 600 309
417 480 -528
273 224 -944
13 468 -253
212 336 -685
537 366 951
492 320 -25
538 28 818
418 887 -731
484 879 -74
981 905 -404
829 926 957
601 125 -503
656 3 441
139 209 721
137 351 -703
51 759 -291
280 519 130
943 647 624
997 476 172
992 424 -383
275 864 -232
928 386 409
295 1012 338
607 265 -758
4 581 438
113 397 800
627 275 -269
107 419 -69
472 415 -124
699 804 -424
186 230 273
524 183 -853
951 730 283
757 872 -359
822 680 -789
489 662 296
307 452 558
966 831 -41
225 554 -989
781 135 527
752 819 10
761 685 312
566 557 408
175 449 -857
273 616 930
907 377 -189
162 264 -660
669 208 552
108 331 8
247 509 794
267 446 -680
278 521 -331
930 398 492
197 683 -122
436 680 -843
516 359 -827
678 284 -539
590 143 -183
866 198 -909
133 798 -97
167 413 -519
197 150 -349
669 943 -42
575 1018 722
565 194 135
491 335 -901
510 689 442
995 452 1013
169 588 644
384 478 -164
305 196 -977
131 497 -893
219 547 971
930 123 851
922 799 309
592 952 713
989 96 224
199 402 812
434 616 323
169 936 -938
557 86 117
831 132 -657
819 818 485
175 66 384
361 488 -42
41 888 -409
112 500 538
962 704 840
968 128 -503
536 768 509
680 607 -227
880 930 986
450 593 879
687 783 422
357 617 48
342 599 -766
744 159 -1019
714 25 894
413 159 -333
960 801 -144
166 748 -811
151 344 -497
31 605 -189
433 731 -304
610 184 -465
342 176 -669
382 191 -762
694 186 522
644 7 926
219 171 -426
955 468 591
57 645 230
476 693 -321
958 277 -141
468 90 168
876 12 -24
969 606 -468
641 92 590
542 691 -588
55 679 -894
285 3 262
959 1014 295
373 138 319
210 730 -959
599 26 -663
568 407 -94
376 697 -9
61 880 -896
37 521 867
417 154 305
769 943 -399
987 544 843
937 1015 -1004
563 151 -732
747 317 -261
542 394 602
207 424 148
378 252 -294
689 495 -386
23 292 -151
412 118 -442
434 711 -755
945 381 -92
995 943 706
259 614 -758
111 628 -756
189 859 153
64 213 -314
387 584 -726
100 700 103
146 318 -278
1009 679 -357
445 358 -923
504 379 827
951 179 -383
362 145 571
230 690 -442
349 480 178
48 306 772
444 128 43
42 324 48
796 444 312
755 32 178
585 836 -799
33 738 -990
6 957 -474
177 887 919
379 656 -973
162 275 -450
754 153 -234
47 24 -584
8 727 -417
279 570 -530
843 880 91
26 515 -51
188 404 -495
347 961 493
120 204 -61
566 423 183
930 620 981
364 426 604
790 722 595
401 616 840
453 307 66
643 242 794
183 167 -682
729 540 -429
624 521 501
19 220 -430
772 127 357
353 231 368
137 913 342
282 784 -621
37 446 -610
857 74 587
268 720 201
78 118 -965
143 877 -107
294 639 -326
258 41 944
603 615 156
388 121 139
909 538 239
303 257 735
693 492 -657
404 803 -676
719 798 138
795 722 -761
954 200 896
551 558 -167
310 483 427
513 581 -646
105 794 865
216 660 490
130 144 -993
932 441 -310
458 709 -117
606 643 807
960 837 -254
401 129 452
89 166 86
56 823 175
700 687 1017
0 900 732
147 416 -873
885 288 -956
645 517 -530
466 798 7
964 906 -165
870 274 -559
3 76 954
514 145 -502
596 254 -356
325 433 -33
274 996 811
769 337 -145
575 846 -696
739 391 -448
1023 779 -844
895 451 -425
408 989 -652
354 133 789
502 135 850
770 562 -808
488 797 -535
123 406 -215
947 966 479
286 521 642
407 192 499
165 902 73
968 127 -999
401 862 966
513 211 62
800 115 663
767 785 771
677 542 273
132 47 475
787 220 22
515 593 537
192 50 63
306 631 -29
152 387 690
559 740 681
